=== Time stamp ===
[624.56s -> 627.52s] 用普發現金的名義 假冒
[627.54s -> 632.90s] 政府機關 又騙民眾點擊釣魚網址
[632.90s -> 638.66s] 有人就被倒刷了五萬多元
[638.66s -> 645.54s] 普發現金一萬 最快十月發放
[645.56s -> 646.74s] 行政院長卓榮泰
[646.76s -> 648.42s] 原先只是演繹 增加
[648.44s -> 650.32s] 不領取選項的可行性
[650.34s -> 651.38s] 不只引發爭議
[651.38s -> 653.56s] 就連民進黨立委也有聲音
[653.58s -> 655.18s] 吳思瑤就在臉書po文
[655.18s -> 657.14s] 認為是擾民多此一舉
[657.14s -> 659.76s] 要求負面政策要趕快改
[664.34s -> 665.82s] 行政院二十三號表示
[665.84s -> 667.38s] 為了防止各自冒用
[667.40s -> 668.64s] 如果增設不領取
[668.64s -> 670.38s] 頁面 必須建置另一套
[670.38s -> 671.68s] 身份驗證系統
[671.70s -> 674.12s] 將延宕整體普發現金時程
[674.14s -> 676.76s] 決議維持原有的領取管道
[688.86s -> 690.48s] 詐騙集團也看準時機
[690.48s -> 692.98s] 從八月普發現金議題發酵開始
[693.00s -> 694.16s] 大量發送假冒
[694.16s -> 696.72s] 財政部等政府機關的電子郵件
[696.72s -> 697.88s] 跟釣魚簡訊
[697.88s -> 698.62s] 已經有民眾
[698.62s -> 700.34s] 點擊假冒政府email
[700.36s -> 701.80s] 連結假網址後
[701.80s -> 703.20s] 輸入信用卡資訊
[703.22s -> 705.68s] 甚至不疑有他按照網頁指示
[705.70s -> 709.62s] 輸入otp驗證碼被盜刷五萬多元
[709.62s -> 712.06s] 假簡訊或者是假email的部分
[712.06s -> 714.06s] 大概有十件左右
[714.06s -> 716.50s] 那這個假冒公務機構說
[716.50s -> 718.30s] 你的身份被盜用的檢舉
[718.30s -> 720.88s] 大概有八十幾件 刑事局分析
[720.88s -> 722.08s] 詐團的釣魚網址
[722.08s -> 724.12s] 都是運用類似於政府官方
[724.12s -> 725.16s] 網頁的帳號
[725.16s -> 727.36s] 針對這類的假網站假連結
[727.36s -> 728.46s] 以強力追查
[728.46s -> 730.36s] 並且予以封鎖屏蔽
[730.38s -> 732.90s] 財政部提醒政府機關專用網址
[732.90s -> 735.40s] 結尾是.gov.tw
[735.42s -> 737.74s] 政府不會發簡訊或電子郵件
[737.76s -> 739.36s] 通知領錢或登錄
[739.38s -> 741.82s] 不會用電話要求到atm或網銀
[741.84s -> 745.18s] 操作轉帳 呼籲民眾要提高警覺
[745.20s -> 749.22s] 公視新聞 臺北報導
[749.22s -> 753.88s] 台中成功嶺前天發生打靶的意外
[753.90s -> 757.62s] 十八歲士兵左臉受傷嚴重
[757.62s -> 758.30s] 醫院表示
[758.30s -> 761.94s] 還有多塊金屬碎片卡在腦部
[761.96s -> 765.54s] 目前無法取出
[765.56s -> 767.76s] 而至於事發的原因
[767.78s -> 772.44s] 軍方初步排除機械彈藥因素
[772.46s -> 775.44s] 而由於這款步槍只能右側射擊
[775.46s -> 777.02s] 士兵左臉受傷
[777.02s -> 778.98s] 有不少的疑點
[779.00s -> 781.66s] 現場錄影畫面已經交給臺中檢方
[781.66s -> 785.36s] 釐清事故原因
[785.36s -> 787.64s] 臺中成功嶺傳出打靶意外
[787.64s -> 788.30s] 造成一場
[788.32s -> 790.30s] 一名十八歲的少性士兵
[790.32s -> 792.02s] 左臉大面積受創
[792.04s -> 793.82s] 生命跡象雖然穩定
[793.84s -> 795.54s] 但還沒有脫離險境
[795.54s -> 798.22s] 軍方也在二十三號下午對外說明
[798.24s -> 801.68s] 初步排除是機械以及彈藥出了問題
[801.70s -> 803.92s] 那昨天這把槍是射擊
[803.94s -> 805.10s] 他發生之後
[805.12s -> 807.26s] 我們經過聯保場的檢查
[807.28s -> 809.60s] 鑑定槍枝是沒有破損
[809.62s -> 811.16s] 彈藥是沒有破損
[811.18s -> 814.48s] 所以槍枝目前就初步的研判
[814.50s -> 816.84s] 槍枝的機械問題是排除了
[816.84s -> 817.78s] 軍方指出
[817.78s -> 820.56s] 隸屬於機部二三四旅的少性士兵
[820.58s -> 822.36s] 二十二號下午正在靶場
[822.38s -> 825.16s] 進行T九腰步槍的例行性訓練
[825.18s -> 828.90s] 當時射擊線上的其他鄰兵都已經完成射擊
[828.92s -> 830.58s] 他是最後一位射擊
[830.60s -> 832.84s] 也是該把槍的最後一發子彈
[832.86s -> 835.20s] 事發之後槍枝送往鑑定
[835.22s -> 837.10s] 也排除他人誤擊
[837.12s -> 839.04s] 神經就像豆腐一樣
[839.06s -> 842.30s] 所以當這些金屬碎片在散射的時候
[842.32s -> 847.40s] 他其實就會對我們的腦神經造成失職上的傷害
[847.40s -> 847.60s] 院方表明
[847.60s -> 851.08s] 官方表示目前以維持生命真相穩定為目標
[851.10s -> 852.82s] 因為需要兩個星期的觀察
[852.84s -> 855.88s] 也已經轉院到台北三總持續治療
[855.90s -> 857.56s] 而軍事專家則指出
[857.58s -> 861.20s] T九腰步槍是目前國軍使用的主力槍枝
[861.22s -> 864.42s] 初步推測並非槍枝本身出了問題
[864.44s -> 867.38s] 但從該槍只能從右側射擊來研判
[867.40s -> 870.74s] 士兵的左臉受傷有不少疑點
[870.76s -> 875.84s] 這代表他並不是在射擊線上所發生的狀況
[875.86s -> 877.48s] 就是不是在我們怎麼開
[877.48s -> 878.40s] 保險
[878.42s -> 880.40s] 然後這個正常的使用狀況
[880.42s -> 882.70s] 在不同的姿態之下
[882.72s -> 885.20s] 然後就不明原因的射擊
[885.22s -> 887.28s] 於今日中午會同陸軍
[887.30s -> 892.00s] 時軍團人員進入案發營區現場進行實地勘查
[892.02s -> 894.04s] 瞭解射擊訓練流程
[894.06s -> 896.52s] 在場人員及使用裝備
[896.54s -> 900.84s] 台中地檢署也已經指派有職業軍人專業背景的檢察官指揮
[900.86s -> 904.54s] 偵辦軍方也將現場的錄影畫面交給檢方
[904.56s -> 907.20s] 同時啟動內部調查要儘早釐清
[907.22s -> 907.32s] 事故的問題
[907.32s -> 908.86s] 事故的真相
[908.88s -> 913.32s] 公視新聞林建生台中報導
[913.34s -> 914.76s] 疾管署統計
[914.78s -> 916.86s] 最近一個星期以來
[916.88s -> 921.54s] 類流感就醫超過了十一點五萬人次
[921.56s -> 926.44s] 比前一週上升了百分之十三點一
[926.46s -> 930.58s] 顯示流感進入流行期
[930.60s -> 935.20s] 而雲林縣的國中小學還有幼兒園開學後
[935.22s -> 937.04s] 出現了多起校園群聚
[937.04s -> 942.12s] 二十二號甚至傳出有一名未接種流感疫苗的幼兒園
[942.14s -> 947.98s] 大班幼童因為流感重症不治死亡
[948.00s -> 950.26s] 前進幼兒園不管是老師還是小朋友
[950.28s -> 951.76s] 全都得仔細吸收
[951.78s -> 953.70s] 才能避免病毒早上升
[953.72s -> 955.96s] 因為雲林縣許多學校或幼兒園
[955.98s -> 958.78s] 在開學後傳出多起群聚事件
[958.80s -> 962.28s] 某位雲林幼兒園未接種流感疫苗的大班幼童
[962.30s -> 963.66s] 這個月十三號發燒
[963.68s -> 966.26s] 隔天到診所做快篩確診A流
[966.26s -> 968.04s] 但吃藥後仍高燒不退
[968.06s -> 970.38s] 送醫急診後又轉入加護病房
[970.40s -> 972.64s] 仍在二十二號因重症死亡
[989.94s -> 991.98s] 波士雲林校園群聚情況嚴重
[992.00s -> 994.00s] 盡頭轉到北市的一般診所
[994.02s -> 995.52s] 小兒科醫師也有感
[995.54s -> 996.14s] 九月開學
[996.16s -> 996.22s] 以後的情況相當的嚴重
[996.26s -> 999.08s] 疫情後流感患者比例明顯增多
[999.08s -> 1001.10s] 主要流感症狀大概就是高燒
[1001.12s -> 1003.76s] 然後全身倦怠 痠痛 喉嚨不舒服
[1003.76s -> 1005.92s] 目前看起來的確是就是以學生屬於多
[1005.92s -> 1008.16s] 尤其是小國中 比例非常非常高
[1008.18s -> 1010.14s] 集團署二十三號開記者會公佈
[1010.14s -> 1011.94s] 國內十四號到二十號
[1011.94s -> 1015.06s] 類流感門急診就診於十一點五萬人次
[1015.08s -> 1017.74s] 比起前一週上升百分之十三點一
[1017.74s -> 1020.86s] 至於急診就診比例來到百分之十一點五
[1020.86s -> 1023.62s] 目前社區中流行的呼吸道病原體
[1023.62s -> 1024.94s] 以流感病毒為主
[1024.94s -> 1026.16s] 其中又以A型H1N1
[1026.16s -> 1026.92s] 萬局多
[1045.54s -> 1047.82s] 集團署表示預防流感最有效的方法
[1047.82s -> 1049.44s] 就是接種流感疫苗
[1049.44s -> 1052.26s] 集團署已採購近六百四十八萬劑的公費
[1052.26s -> 1053.16s] 流感疫苗
[1053.16s -> 1056.06s] 從十月一號起將分兩階段施打 呼籲
[1056.06s -> 1057.12s] 民眾踴躍接種
[1057.14s -> 1059.50s] 才能獲得足夠保護力 光視新聞
[1059.52s -> 1060.82s] 由院舍國軍理王維雄
[1060.82s -> 1064.42s] 臺北雲林報導 移民署
[1064.44s -> 1068.14s] 宣布臺灣將正式推行網路
[1068.16s -> 1071.52s] 填寫入國登記表
[1071.54s -> 1074.34s] 外國以及中國旅客來臺
[1074.36s -> 1077.46s] 原本填寫的紙本入境卡
[1077.48s -> 1082.70s] 將在十月一號正式步入歷史
[1082.70s -> 1085.50s] 新制可由其中一個人幫忙其他
[1085.50s -> 1089.62s] 同行者填寫 最多可以填寫十六名
[1089.64s -> 1093.82s] 旅客 內政部移民署
[1093.84s -> 1096.68s] 宣布從十月開始要全面實施線上
[1096.68s -> 1097.60s] 入國登記表
[1097.62s -> 1099.38s] 等於正式淘汰紙本
[1099.38s -> 1101.26s] 除了要加速通關的效率之外
[1101.28s -> 1104.40s] 也要減少旅客手寫卡片的繁瑣程序
[1104.40s -> 1110.98s] 電子A卡
[1111.00s -> 1113.30s] 從今年五月五號推出 具備中
[1113.30s -> 1115.42s] 英 日 韓 太約 印尼等
[1115.50s -> 1116.62s] 西國語言說明
[1116.64s -> 1119.06s] 以及自動代入護照資料等功能
[1119.08s -> 1121.78s] 外國旅客多數覺得電子化是趨勢
[1121.80s -> 1125.36s] 但也憂心取消紙本會讓長輩們不知所措
[1145.50s -> 1147.50s] 我五年前來台灣
[1147.52s -> 1149.26s] 我還要做紙本
[1149.28s -> 1151.50s] 還有很多人幫助
[1151.52s -> 1154.50s] 所以年輕人也有機會得到幫助
[1154.52s -> 1157.50s] 所以我覺得這是一個步驟
[1157.52s -> 1159.50s] 要在網上做
[1159.52s -> 1161.50s] 但他們也在服務
[1161.52s -> 1163.10s] 所以我覺得沒問題
[1163.12s -> 1165.50s] 移民署提醒 需要填寫的對象包括
[1165.52s -> 1167.90s] 外國旅客 中國大陸地區人民
[1167.92s -> 1170.10s] 港澳居民以及無戶籍的國民
[1170.12s -> 1172.90s] 而為了考量家庭以及團體旅客的需求
[1172.92s -> 1174.62s] TWAC支援一人最多可幫十六名旅客
[1174.64s -> 1175.48s] TWAC支援一人最多可幫十六名旅客
[1175.48s -> 1177.48s] 同行者進行填寫
[1200.62s -> 1202.00s] 為了配合新制上路
[1202.02s -> 1203.88s] 移民署已經提供QR code連結
[1203.90s -> 1205.44s] 並協調各大海空運輸
[1205.44s -> 1207.80s] 業者在機場及港口設置公告
[1207.82s -> 1209.04s] 方便旅客掃碼
[1209.06s -> 1210.48s] 如果沒有事先完成的人
[1210.50s -> 1211.82s] 最晚必須在抵臺後
[1211.84s -> 1214.10s] 護照查驗之前完成申報
[1214.12s -> 1217.66s] 郭文綺 李俊 陳昌緯 臺北報導
[1217.68s -> 1221.66s] 有民眾在臺北市信義區地下停車場
[1221.68s -> 1225.58s] 直播的時候發現有動物
[1225.60s -> 1229.22s] 沒想到竟然是山羌
[1229.22s -> 1233.50s] 趕緊通報動保處 派人來捕捉
[1233.52s -> 1235.42s] 再到山區野放
[1235.44s -> 1244.12s] 山羌的走法是跳的 跳的 跳的 跳的
[1244.14s -> 1245.90s] 就跟卡通一樣
[1245.92s -> 1248.20s] 民眾楊先生二十二號下午兩點多
[1248.22s -> 1250.00s] 在地下停車場直播中
[1250.02s -> 1252.82s] 原以為出現在鏡頭裡的動物是貓或狗
[1252.84s -> 1255.38s] 沒想到竟然是野生動物
[1255.40s -> 1257.78s] 這是山羌 野生動物
[1257.80s -> 1260.44s] 山羌沿著牆壁躲人受驚嚇時
[1260.46s -> 1261.58s] 還跳得很高
[1261.60s -> 1263.38s] 楊先生趕緊通報動保處
[1263.40s -> 1264.88s] 才在車底下找到
[1264.88s -> 1265.98s] 經過一番功夫
[1266.00s -> 1268.46s] 動保人員總算抓到 楊先生說
[1268.48s -> 1272.36s] 很擔心山羌沒抓到 逃到馬路上會命喪輪下
[1283.66s -> 1286.32s] 北市動保處評估山羌狀況不錯
[1286.34s -> 1287.58s] 隨後帶去野放
[1287.60s -> 1289.92s] 其實三年來已接獲民眾通報
[1289.94s -> 1293.36s] 有山羌約八十件 研判與靠山邊有關
[1293.38s -> 1294.74s] 更呼籲民眾山羌
[1294.74s -> 1297.70s] 很膽小 遇到時千萬別自己抓
[1310.50s -> 1312.64s] 淺山包圍位於東湖的宮市
[1312.66s -> 1314.94s] 也曾有山羌造訪進入餐廳
[1314.96s -> 1317.88s] 通報動保處捕捉 基隆也有民眾拍下
[1317.90s -> 1320.32s] 山羌跑到公寓樓梯十分緊張
[1320.34s -> 1322.08s] 脫逃速度非常快
[1322.10s -> 1324.20s] 專家指出山羌跑到都市
[1324.20s -> 1326.16s] 與人狹路相逢機率提高
[1326.18s -> 1327.96s] 主要是數量變多了
[1340.88s -> 1344.14s] 山羌已從保育類降級為一般類野生動物
[1344.16s -> 1346.56s] 專家表示 聽過有機農民抱怨
[1346.58s -> 1348.82s] 山羌進入田區吃食作物
[1348.84s -> 1351.22s] 蓋一公尺高圍堤也擋不了
[1351.24s -> 1353.90s] 認為繼猕猴數量增加 人猴衝突頻增加
[1353.90s -> 1354.16s] 認為繼猕猴數量增加 人猴衝突頻增加
[1354.20s -> 1355.20s] 山羌應該是下個物種
[1355.22s -> 1356.76s] 山羌應該是下個物種
[1356.78s -> 1359.44s] 人羌衝突恐成未來隱憂
[1359.44s -> 1363.52s] 公視新聞臺北報導
[1363.54s -> 1367.36s] 臺灣高鐵向日本採購了十二組
[1367.38s -> 1369.58s] 最新款的列車
[1369.60s -> 1374.88s] 最快在二零二七年就可以投入營運
[1374.90s -> 1377.80s] 而新列車從外觀到內裝
[1377.82s -> 1380.20s] 都有不同以往的設計
[1380.22s -> 1384.04s] 現在就跟著公視國際記者的鏡頭
[1384.04s -> 1390.54s] 到JR列車基地來搶先狙擊
[1390.56s -> 1393.16s] 潛入日本JR新幹線的車輛基地
[1393.18s -> 1395.80s] 這輛最新款N700S車型
[1395.82s -> 1398.36s] 外觀看似跟一般列車沒有太大不同
[1398.38s -> 1401.08s] 但其實從裡到外都帶有來頭
[1401.10s -> 1403.64s] 這裡是日本新幹線的N700S車廂
[1403.66s -> 1406.92s] 那麼未來臺灣的高鐵也會採取相同的車廂類型
[1406.94s -> 1409.60s] 除了可以看到這個行李置物的空間變大以外
[1409.62s -> 1412.92s] 未來在每一個座位上都會設置插頭讓旅客充電
[1412.94s -> 1413.74s] 上頭空間能放一張座位上去
[1413.74s -> 1417.64s] 但是能放得下26寸行李箱比現行的大出許多
[1417.66s -> 1420.98s] 全自動車廂門就算大包小包也能移動自如
[1421.00s -> 1422.86s] 廁所設置獨立洗手台
[1422.88s -> 1424.62s] 座椅上有個人閱讀燈
[1424.64s -> 1426.18s] 餐桌面積加大等
[1426.20s -> 1428.62s] 在內裝部分充滿貼心設計
[1428.64s -> 1431.22s] 車輛本身性能更有大突破
[1431.24s -> 1434.66s] 採用這個車型它可以減少20%的耗能
[1434.68s -> 1438.90s] 那它還有減少20%的煞車距離
[1438.92s -> 1440.86s] 兼顧到安全這個功能
[1440.88s -> 1442.70s] 那相對的它也有
[1442.70s -> 1444.46s] 一個自走電池的功能
[1444.48s -> 1447.44s] 它可以讓我們在遇到緊急狀況的時候
[1447.46s -> 1451.32s] 讓車子在沒有電的狀況下移動到安全的地點
[1451.34s -> 1453.72s] 新研發的至尊雙翼型車頭
[1453.74s -> 1456.46s] 扁平流線造型減少行駛阻力
[1456.48s -> 1458.54s] 車間全包覆設計隔絕噪音
[1458.56s -> 1461.58s] 搭配減震器提升列車穩定度
[1461.60s -> 1464.70s] 台灣高鐵向日本採購12組新列車
[1464.72s -> 1468.82s] 車輛型號將加上一個T就稱為N700ST
[1468.84s -> 1472.52s] 這個不斷成長的旅遊人士也使得大家共同成長
[1472.54s -> 1472.68s] 也使得大家共同成長的旅遊人士也使得大家共同成長
[1472.70s -> 1472.72s] 也使得大家共同成長的旅遊人士也使得大家共同成長
[1472.72s -> 1477.02s] 都期待台灣高鐵能夠趕快有新的車子
[1477.04s -> 1481.34s] 來解決現在大家常常抱怨的一票難請
[1481.36s -> 1482.38s] 那也因為這樣子
[1482.40s -> 1490.38s] 所以我這一次也特別來盯緊整個我們車輛的打造的進步
[1490.40s -> 1492.58s] 新車輛預計明年運抵台灣
[1492.60s -> 1494.90s] 2027年下半年投入營運
[1494.92s -> 1496.18s] 全數列車上線後
[1496.20s -> 1499.42s] 尖峰發車能力預估將提高25%
[1499.44s -> 1501.38s] 有望解決眼前課題
[1501.40s -> 1502.54s] 日方過去努力促進
[1502.54s -> 1504.10s] 促成高鐵採購案
[1504.12s -> 1505.48s] 未來新車輛上路後
[1505.50s -> 1507.90s] 勢必更加深化台日間的牽絆
[1507.92s -> 1512.22s] 公視國際記者時事號日本東京採訪報導
[1512.24s -> 1513.50s] 關心天氣
[1513.52s -> 1516.00s] 接著提供您各地的氣象資料
[1532.54s -> 1547.90s] 你會遇見各地的天氣
[1547.90s -> 1551.48s] 在日常生活中能夠感受到的一切
[1551.50s -> 1557.48s] 在日常生活中能夠感受到的一切
[1557.48s -> 1559.60s] 在日常生活中能夠感受到的一切
[1559.62s -> 1560.52s] 我們的未來
[1560.54s -> 1561.16s] 我們的未來
[1561.18s -> 1561.42s] 我們的未來
[1561.44s -> 1562.06s] 我們的未來
[1562.06s -> 1562.52s] 我們的未來
[1562.54s -> 1578.02s] 感谢您收看这一节的公式手语新闻
[1578.02s -> 1579.20s] 我是牛轩文
[1579.20s -> 1580.90s] 明天同一时间再会
[1592.54s -> 1617.46s] 中文字幕志愿者 李宗盛
