=== Time stamp ===
[141.48s -> 144.48s] 更突然提到很多罰金根本都是科份,
[144.48s -> 147.48s] 北京則回應有保健收容人的社防空間,
[147.48s -> 148.48s] 光線等,
[148.48s -> 149.48s] 安排運動時段,
[149.48s -> 151.48s] 只是對於進鑒被告,
[151.48s -> 153.48s] 會採取必要區隔措施。
[156.48s -> 157.48s] 民眾黨動員集結,
[157.48s -> 159.48s] 數百名的支持者,
[159.48s -> 160.48s] 擠滿北檢外陳抗區,
[160.48s -> 162.48s] 吸引柯文哲回家,
[162.48s -> 163.48s] 但隊委裡,
[163.48s -> 165.48s] 卻有男子在現場撒人質,
[165.48s -> 167.48s] 在柯文哲的新竹老家,
[167.48s -> 168.48s] 也有突發狀況。
[168.48s -> 170.48s] 柯文哲湯屋你們知不知道,
[170.48s -> 172.48s] 司法不公平你知道嗎?
[172.48s -> 174.48s] 柯文哲交保後的一大行程,
[174.48s -> 176.48s] 就是回新竹找柯媽,
[176.48s -> 177.48s] 但被限制駐居的他,
[177.48s -> 179.48s] 每天晚上十點前,
[179.48s -> 180.48s] 必須回到台北,
[180.48s -> 181.48s] 用手機上傳,
[181.48s -> 183.48s] 在住所的畫面回報。
[183.48s -> 185.48s] 而說起兒子遭遇,
[185.48s -> 186.48s] 柯媽滿是不捨,
[186.48s -> 188.48s] 不禁哽咽落淚。
[199.48s -> 200.48s] 台北地院,
[200.48s -> 202.48s] 排定9號審理金華城等案,
[202.48s -> 204.48s] 柯文哲將再次出庭,
[204.48s -> 205.48s] 與檢方在庭上,
[205.48s -> 206.48s] 正面對決。
[206.48s -> 207.48s] 我是新聞,
[207.48s -> 209.48s] 臺北新竹報導。
[211.48s -> 214.48s] 柯文哲昨天晚上7點左右,
[214.48s -> 216.48s] 離開了新竹老家,
[216.48s -> 218.48s] 返回台北住處。
[218.48s -> 220.48s] 面對媒體詢問,
[220.48s -> 223.48s] 如何看待北檢要提抗告,
[223.48s -> 225.48s] 柯文哲是不發一語,
[225.48s -> 226.48s] 沒有回應。
[229.48s -> 231.48s] 支持者高喊阿伯加油等口號,
[231.48s -> 233.48s] 柯文哲8號晚間7點左右,
[233.48s -> 235.48s] 走出新竹老家大門,
[235.48s -> 236.48s] 被搭車的過程中,
[236.48s -> 238.48s] 還和支持者擊掌。
[240.48s -> 241.48s] 晚間8點多,
[241.48s -> 242.48s] 柯文哲回到台北住處,
[242.48s -> 243.48s] 面對媒體詢問,
[243.48s -> 245.48s] 怎麼看待北檢要提抗告,
[245.48s -> 246.48s] 柯文哲沒有回應,
[246.48s -> 247.48s] 僅揮手致意後,
[247.48s -> 249.48s] 就走進屋內。
[249.48s -> 250.48s] 柯文哲9號上午9點半,
[250.48s -> 253.48s] 仍然要照常到台北地方法院出庭,
[253.48s -> 254.48s] 不過對於前一天,
[254.48s -> 257.48s] 批評檢方摧毀社會信任的說法,
[257.48s -> 259.48s] 北檢晚間也發新聞稿,
[259.48s -> 261.48s] 指柯文哲等被告的犯罪事實,
[261.48s -> 262.48s] 與涉案證據,
[262.48s -> 263.48s] 都經檢察官,
[263.48s -> 265.48s] 與偵查中依法取得人證、
[265.48s -> 266.48s] 物證及書證,
[266.48s -> 267.48s] 並詳載爐列,
[267.48s -> 270.48s] 與三冊共894頁的起訴書中,
[270.48s -> 272.48s] 對柯文哲的一番話,
[272.48s -> 274.48s] 企圖干擾審判、誤導輿論,
[274.48s -> 275.48s] 混淆視聽,
[275.48s -> 277.48s] 因與嚴正駁斥。
[277.48s -> 278.48s] 公視新聞,
[278.48s -> 279.48s] 張君豪、鄭惟仁、
[279.48s -> 280.48s] 中介剛、政客報導。
[281.48s -> 282.48s] 讀報時間,
[282.48s -> 283.48s] 來看到,
[284.48s -> 285.48s] 中國時報是,
[286.48s -> 287.48s] 教育部昨天宣布,
[288.48s -> 290.48s] 國教署管轄高中以下,
[290.48s -> 292.48s] 公私立學校的老師,
[293.48s -> 296.48s] 教師節每人發放一千元的禮券,
[297.48s -> 299.48s] 但是教育團體認為,
[299.48s -> 301.48s] 不應該有差別待遇,
[301.48s -> 304.48s] 呼籲不分中央、地方管轄,
[304.48s -> 306.48s] 統一發放教師禮券。
[308.48s -> 309.48s] 自由時報報導,
[309.48s -> 313.48s] 動漫、漫畫、遊戲收藏家離世,
[313.48s -> 314.48s] 親友往往不知道,
[314.48s -> 317.48s] 要如何處理他們的收藏品,
[317.48s -> 319.48s] 而動漫活動主持人,
[319.48s -> 320.48s] 曾慶平,
[320.48s -> 323.48s] 就創辦了儀品整理師,
[323.48s -> 327.48s] 協助處理被遺留或遺棄的收藏品,
[327.48s -> 330.48s] 幫忙出售或免費提供索取,
[330.48s -> 332.48s] 幫忙找到下一個主人。
[335.48s -> 337.48s] 聯合報時提到了,
[337.48s -> 339.48s] 今天9月9號,
[339.48s -> 341.48s] 是國民體育日,
[342.48s -> 344.48s] 新成立的運動部,
[344.48s -> 345.48s] 今天掛牌,
[346.48s -> 349.48s] 有兩屆奧運金牌得主李陽,
[349.48s -> 351.48s] 擔任首任部長。
[353.48s -> 354.48s] 看完報紙重點,
[354.48s -> 356.48s] 繼續來關心。
[356.48s -> 359.48s] 國際半導體展明天登場,
[359.48s -> 365.48s] 集結全球1200家半導體與科技業者,
[365.48s -> 369.48s] 預計吸引超過10萬人觀展。
[369.48s -> 374.48s] 而受到了半導體題材發酵的影響,
[374.48s -> 377.48s] 台股昨天開高震盪,
[377.48s -> 381.48s] 中場收在24547點,
[381.48s -> 384.48s] 創收盤歷史新高。
[386.48s -> 388.48s] 台股週一早盤上漲超過200點,
[388.48s -> 391.48s] 一度攻上24729點,
[391.48s -> 392.48s] 創盤中歷史新高,
[392.48s -> 393.48s] 但後續走低,
[393.48s -> 395.48s] 尾盤台積電下殺,
[395.48s -> 397.48s] 收平盤1180元,
[397.48s -> 399.48s] 拖累大盤漲幅收斂,
[399.48s -> 401.48s] 中場收在24547點,
[401.48s -> 402.48s] 上漲52點,
[402.48s -> 404.48s] 創收盤歷史新高,
[404.48s -> 407.48s] 成交值新台幣4335億元。
[407.48s -> 410.48s] 台股的一個衝高主要就是反映了
[410.48s -> 414.48s] 美國這個9月降息的一個機率提高,
[414.48s -> 418.48s] 短線就欠缺更新的一個利多來支持
[418.48s -> 420.48s] 這個指數的一個上漲,
[420.48s -> 422.48s] 所以造成了今天指數的一個部分
[422.48s -> 424.48s] 衝高之後回落。
[424.48s -> 425.48s] 分析師表示,
[425.48s -> 427.48s] 台股在多重利多激勵下持續衝高,
[427.48s -> 430.48s] 國內近期將舉辦國際半導體展,
[430.48s -> 432.48s] 台北航太暨國防展等,
[432.48s -> 435.48s] 也是市場觀察資金動能的重要指標。
[435.48s -> 436.48s] 針對美國媒體報導,
[436.48s -> 440.48s] 美國總統川普近期就會宣佈將對進口半導體
[440.48s -> 441.48s] 課徵高額關稅。
[441.48s -> 443.48s] 國內半導體業者認為,
[443.48s -> 445.48s] 未來半導體的韌性關鍵
[445.48s -> 448.48s] 不再只侷限於技術、產能的武器化,
[448.48s -> 450.48s] 關鍵材料也是競爭要素之一。
[450.48s -> 453.48s] 你對於關鍵材料的掌握度,
[453.48s -> 455.48s] 是不是在你手上稀土有沒有,
[455.48s -> 456.48s] 然後特企特化,
[456.48s -> 458.48s] 你的國家能不能掌握,
[458.48s -> 461.48s] 或者你能不能掌握到有好國家,
[461.48s -> 462.48s] 它是穩定公益的。
[462.48s -> 464.48s] 2025年國際半導體展,
[464.48s -> 467.48s] 10號將在台北南港展覽館登場,
[467.48s -> 468.48s] 也是歷年最大規模,
[468.48s -> 470.48s] 預計將集結全球,
[470.48s -> 472.48s] 有1200家半導體與科技業者,
[472.48s -> 474.48s] 以及4100個展位,
[474.48s -> 477.48s] 預計將吸引超過10萬人觀展。
[477.48s -> 478.48s] 專家呼籲,
[478.48s -> 479.48s] 台灣的半導體產業,
[479.48s -> 480.48s] 不僅要維持強勢,
[480.48s -> 482.48s] 也要追求穩定及永續,
[482.48s -> 485.48s] 透過自主研發與國際合作並行,
[485.48s -> 487.48s] 才能確保供應鏈的韌性。
[491.48s -> 493.48s] 行情恩上路之後,
[493.48s -> 497.48s] 吸引不少年輕族群進場買房。
[497.48s -> 499.48s] 數據顯示,
[499.48s -> 500.48s] 今年上半年,
[500.48s -> 503.48s] 不到40歲的年輕族群,
[503.48s -> 507.48s] 佔全台深帶總建數超過了5成,
[507.48s -> 510.48s] 創近10年同期新高。
[510.48s -> 512.48s] 央行也宣布,
[512.48s -> 515.48s] 考量換屋自住者的需求,
[515.48s -> 519.48s] 調整換屋出售舊屋的期限,
[519.48s -> 523.48s] 從一年延長到了18個月,
[523.48s -> 526.48s] 20號開始實施。
[528.48s -> 529.48s] 上週四,
[529.48s -> 531.48s] 中匯才宣布鬆綁新清安,
[531.48s -> 532.48s] 事隔不到一周,
[532.48s -> 534.48s] 央行8號發新聞稿指出,
[534.48s -> 535.48s] 近期有民眾反映,
[535.48s -> 537.48s] 出售原有房屋時間拉長,
[537.48s -> 540.48s] 以及買方應等銀行排撥放款,
[540.48s -> 541.48s] 延長交屋期限。
[541.48s -> 544.48s] 央行宣布調整實質換屋自住者,
[544.48s -> 545.48s] 出售原有房屋的時間,
[545.48s -> 547.48s] 從一年延長到18個月。
[547.48s -> 550.48s] 因為央行已經喪失它的獨立性,
[550.48s -> 552.48s] 它為了要解決的是,
[552.48s -> 555.48s] 其他行政部門遇到的政治問題,
[555.48s -> 557.48s] 換屋除內都是個藉口,
[557.48s -> 558.48s] 就是建商給政府的壓力,
[558.48s -> 562.48s] 當然就是他們守不住啦。
[562.48s -> 563.48s] 民間團體強調,
[563.48s -> 564.48s] 央行必須挺起腰桿,
[564.48s -> 566.48s] 扮演央行應有的獨立性。
[566.48s -> 568.48s] 如果央行要在18號李建設會議中,
[568.48s -> 570.48s] 鬆綁不動產放款集中度,
[570.48s -> 572.48s] 也得對外清楚說明緣由,
[572.48s -> 575.48s] 由於行政院會在上週四鬆綁銀行法,
[575.48s -> 577.48s] 未來銀行辦理新清安貸款,
[577.48s -> 580.48s] 不再受到30%上限的約束,
[580.48s -> 583.48s] 外界預期可能會再吸引手購族進場。
[583.48s -> 584.48s] 我覺得如果薪水沒那麼高的話,
[584.48s -> 585.48s] 要背那麼多年,
[585.48s -> 586.48s] 那如果你被炒了之後,
[586.48s -> 587.48s] 你就會很,
[587.48s -> 588.48s] 就是,
[588.48s -> 589.48s] 壓力更大。
[589.48s -> 591.48s] 個人雖然會覺得又應變大,
[591.48s -> 593.48s] 但是考量到些現實面的因素,
[593.48s -> 595.48s] 可能還是會稍微再思考一下。
[595.48s -> 596.48s] 從聯徵中心資料來看,
[596.48s -> 599.48s] 今年上半年不到40歲的年輕房貸族,
[599.48s -> 601.48s] 身貸件數是三萬八千多件,
[601.48s -> 604.48s] 佔全台身貸總件數超過五成,
[604.48s -> 607.48s] 也創下近十年同期新高紀錄。
[607.48s -> 608.48s] 專家分析,
[608.48s -> 610.48s] 行政院放寬不動產放款天條,
[610.48s -> 612.48s] 寵物市場渴望受惠,
[612.48s -> 614.48s] 對預售屋來說恐怕影響不大。
[614.48s -> 615.48s] 如果我們看到房價上面,
[615.48s -> 617.48s] 仍然沒有一個修正的可能性,
[617.48s -> 618.48s] 也可能在,
[618.48s -> 619.48s] 或許建商也在等待,
[619.48s -> 622.48s] 明年會不會有一些政策上的利多。
[622.48s -> 623.48s] 所以現在來說的話,
[623.48s -> 625.48s] 可能在房價上面要期待它回落,
[625.48s -> 627.48s] 仍然會相對之下,
[627.48s -> 628.48s] 並沒有這麼樂觀。
[628.48s -> 629.48s] 政府放寬銀行法,
[629.48s -> 631.48s] 百分之三十的上限約束,
[631.48s -> 633.48s] 加上央行也宣布延長,
[633.48s -> 636.48s] 實質換屋自住的出售原有房屋期限,
[636.48s -> 638.48s] 接下來央行的利率決策及動向,
[638.48s -> 640.48s] 都將為房市投下變化球。
[640.48s -> 643.48s] 公視新聞 郭鈞麟 台北報導。
[644.48s -> 647.48s] 勞保的錢償負債增加,
[647.48s -> 649.48s] 主席總處統計,
[649.48s -> 651.48s] 截至今年六月底,
[651.48s -> 653.48s] 勞保錢償負債,
[653.48s -> 656.48s] 也就是未來要給付的部分,
[656.48s -> 659.48s] 超過了13.5兆元,
[659.48s -> 662.48s] 比去年增加了1.7兆。
[662.48s -> 664.48s] 專家分析,
[664.48s -> 669.48s] 與人口結構高齡化、少子化最有關。
[669.48s -> 671.48s] 勞動部回應,
[671.48s -> 674.48s] 會爭取編列預算撥補,
[674.48s -> 677.48s] 確保勞工保險給付的權益。
[677.48s -> 679.48s] 勞保破產疑慮加大,
[679.48s -> 681.48s] 主席總處公布,
[681.48s -> 683.48s] 115年度中央政府總預算,
[683.48s -> 685.48s] 通緝指出,
[685.48s -> 687.48s] 勞保錢償債務,
[687.48s -> 689.48s] 也就是未來應該負擔的法定給付義務,
[689.48s -> 691.48s] 截至2025年6月底,
[691.48s -> 693.48s] 增加到13.5兆元,
[693.48s -> 695.48s] 一年之間暴增1.7兆元。
[695.48s -> 697.48s] 第一個少子化,
[697.48s -> 699.48s] 那少子化呢,
[699.48s -> 701.48s] 這個年輕人呢,
[701.48s -> 703.48s] 他入職的人口他就少,
[703.48s -> 704.48s] 相對的,
[704.48s -> 705.48s] 現在這個時期,
[705.48s -> 707.48s] 已經是碰到嬰兒潮時期,
[707.48s -> 709.48s] 勤領的人多,
[709.48s -> 711.48s] 可是相對的繳的人少。
[711.48s -> 713.48s] 勞保錢償負債暴增,
[713.48s -> 715.48s] 也連帶推升,
[715.48s -> 717.48s] 各級政府錢償負債高達20.5兆元,
[717.48s -> 719.48s] 專家分析,
[719.48s -> 721.48s] 主要和人口結構高齡化,
[721.48s -> 723.48s] 少子化有最大關聯,
[723.48s -> 725.48s] 另外物價指數也從過去0.9%,
[725.48s -> 727.48s] 調升到1.8%,
[727.48s -> 729.48s] 老年年金給付,
[729.48s -> 731.48s] 也需要隨著通膨大幅增加,
[731.48s -> 733.48s] 整體支出成長速度遠大於收入。
[733.48s -> 735.48s] 物價要多少趴,
[735.48s -> 737.48s] CPI要多少趴,
[737.48s -> 739.48s] 委託的精算單位,
[739.48s -> 741.48s] 他們通常就假設的那個,
[741.48s -> 745.48s] 財數會用比較高估的方式去假設。
[745.48s -> 747.48s] 勞動部解釋,
[747.48s -> 749.48s] 勞保財務財部分提存準備,
[749.48s -> 751.48s] 在未來年度逐年支出,
[751.48s -> 753.48s] 不會一次全部實現,
[753.48s -> 755.48s] 另外兩年度金額落差大,
[755.48s -> 757.48s] 主要是精算條件調整,
[757.48s -> 759.48s] 計算基礎不同,
[759.48s -> 761.48s] 而勞保基金規模截至今年7月,
[761.48s -> 763.48s] 已超過1.18兆,
[763.48s -> 765.48s] 強調政府撥補對穩定基金流量,
[765.48s -> 767.48s] 勞工團體呼籲,
[767.48s -> 769.48s] 單靠撥補並非健康制度。
[781.48s -> 783.48s] 專家認為,
[783.48s -> 785.48s] 勞保面臨結構新問題,
[785.48s -> 787.48s] 難逃修法改革,
[787.48s -> 789.48s] 不過同時也需要主權基金,
[789.48s -> 791.48s] 指引需要的資金,
[791.48s -> 793.48s] 也有專家特別提醒,
[793.48s -> 795.48s] 公司最高卻僅有45800元,
[795.48s -> 797.48s] 若未有因應措施,
[797.48s -> 799.48s] 恐怕勞保問題難以改善。
[803.48s -> 805.48s] 國衛院調查發現,
[805.48s -> 809.48s] 青少年使用鎮靜安眠藥的比例,
[809.48s -> 815.48s] 4年內從0.42%上升到0.80%,
[815.48s -> 817.48s] 幾乎許翻倍。
[817.48s -> 819.48s] 專家提醒,
[819.48s -> 821.48s] 青少年因為3C普及,
[821.48s -> 823.48s] 影響睡眠,
[823.48s -> 825.48s] 可能會陷入藥物依賴。
[825.48s -> 827.48s] 但是在成長階段使用,
[827.48s -> 829.48s] 成癮的風險不容小覷,
[829.48s -> 831.48s] 呼籲需要更完善的醫療資源,
[831.48s -> 833.48s] 來降低濫用風險。
[833.48s -> 835.48s] 呼籲需要更完善的醫療資源,
[835.48s -> 837.48s] 來降低濫用風險。
[837.48s -> 839.48s] 來降低濫用風險。
[839.48s -> 841.48s] 夜深了卻沒有辦法合眼,
[841.48s -> 843.48s] 這是許多飽受失眠之苦的患者心聲。
[843.48s -> 845.48s] 這是許多飽受失眠之苦的患者心聲。
[845.48s -> 847.48s] 近年來這樣的困擾
[847.48s -> 849.48s] 也逐漸出現在青少年身上。
[849.48s -> 851.48s] 國衛院分析2014與2018年數據,
[851.48s -> 853.48s] 發現青少年身上,
[853.48s -> 855.48s] 少年使用正經安眠藥的比率,
[855.48s -> 857.48s] 從0.42%上升到0.80%,
[857.48s -> 859.48s] 從0.42%上升到0.80%,
[859.48s -> 861.48s] 四年時間快要翻倍。
[861.48s -> 863.48s] 國衛院副院長,
[863.48s -> 865.48s] 同時也是神經及醫學中心主任陳維堅認為,
[865.48s -> 867.48s] 這和現在孩子的生活形態有關。
[867.48s -> 869.48s] 這和現在孩子的生活形態有關。
[869.48s -> 871.48s] 這個年齡層在過去一段時間,
[871.48s -> 873.48s] 很明顯一個變化就是說,
[873.48s -> 875.48s] 3C產品的使用變普遍。
[875.48s -> 877.48s] 3C產品的使用變普遍。
[877.48s -> 879.48s] 所以你可以了解有很多青少年晚上,
[879.48s -> 881.48s] 使用這個給他非常深夜。
[881.48s -> 883.48s] 我覺得他背後,
[883.48s -> 885.48s] 可能跟他的生活形態改變有關。
[885.48s -> 887.48s] 可能跟他的生活形態改變有關。
[887.48s -> 889.48s] 值得注意的是,
[889.48s -> 891.48s] 青少年的非醫療使用率持續上升,
[891.48s -> 893.48s] 可能透過同採取的藥物,
[893.48s -> 895.48s] 或是沒有依照醫主服用。
[895.48s -> 897.48s] 陳維堅提醒,
[897.48s -> 899.48s] 這一代孩子可能因為3C使用普遍,
[899.48s -> 901.48s] 睡眠不足,
[901.48s -> 903.48s] 陷入對安眠藥的依賴。
[903.48s -> 905.48s] 但在成長階段服用,
[905.48s -> 907.48s] 不只會影響腦部發育、
[907.48s -> 909.48s] 認知與學習能力,
[909.48s -> 911.48s] 成癮風險也不容小覷。
[911.48s -> 913.48s] 正經安眠藥的非醫藥使用,
[913.48s -> 915.48s] 比較高的風險,
[915.48s -> 917.48s] 他也會用其他成癮性的物質,
[917.48s -> 919.48s] 比如說酒、
[919.48s -> 921.48s] 或是煙,
[921.48s -> 923.48s] 就對青少年來講。
[923.48s -> 925.48s] 這樣的情況並不局限在青少年、
[925.48s -> 927.48s] 中年女性同樣是
[927.48s -> 929.48s] 失眠的高風險族群。
[929.48s -> 931.48s] 專家陳維堅指出,
[931.48s -> 933.48s] 正經安眠藥只是冰山一走,
[933.48s -> 935.48s] 從青少年到女性的藥物依賴,
[935.48s -> 937.48s] 都反映出生活壓力下的隱憂,
[937.48s -> 939.48s] 社會更需要完善的心理支持
[939.48s -> 941.48s] 和醫療資源、
[941.48s -> 943.48s] 衛教才能夠降低濫用風險。
[943.48s -> 945.48s] 公視新聞朱鳳竹
[945.48s -> 947.48s] 其稱台北報的。
[947.48s -> 949.48s] 南部知名連鎖速食店
[949.48s -> 951.48s] 丹丹漢堡宣布,
[951.48s -> 953.48s] 12號起,
[953.48s -> 955.48s] 調漲部分產品的
[955.48s -> 957.48s] 售價2元到5元左右,
[957.48s -> 959.48s] 而台北喜來登飯店的
[959.48s -> 961.48s] 吃到飽餐廳,
[961.48s -> 963.48s] 也要調漲100元到200元。
[963.48s -> 965.48s] 也要調漲100元到200元。
[965.48s -> 967.48s] 根據主計總署公佈,
[967.48s -> 969.48s] 8月消費者物價指數CPI,
[969.48s -> 971.48s] 8月消費者物價指數CPI,
[971.48s -> 973.48s] 其中食物類型的食品,
[973.48s -> 975.48s] 價格漲幅較大,
[975.48s -> 977.48s] 低鎖的家庭
[977.48s -> 979.48s] 承受的物價壓力高於整體平均。
[979.48s -> 981.48s] 承受的物價壓力高於整體平均。
[983.48s -> 985.48s] 剛開門就有四周客人光顧
[985.48s -> 987.48s] 高雄鹽城區這間阿財機私面
[987.48s -> 989.48s] 市在地知名小吃。
[989.48s -> 991.48s] 連續幾波原物料上漲,
[991.48s -> 993.48s] 店家決定9月1日起部分品項
[993.48s -> 995.48s] 為幅調漲5元到10元。
[995.48s -> 997.48s] 真的一直在漲,
[997.48s -> 999.48s] 但是我們可以說
[999.48s -> 1001.48s] 我們的漲幅是最少了。
[1001.48s -> 1003.48s] 可以理解,
[1003.48s -> 1005.48s] 是高漲,
[1005.48s -> 1007.48s] 然後人力人工
[1007.48s -> 1009.48s] 也是真的很不好調整。
[1009.48s -> 1011.48s] 除了小吃,
[1011.48s -> 1013.48s] 南部知名連鎖素食店
[1013.48s -> 1015.48s] 蛋蛋漢堡也要在12日漲價。
[1015.48s -> 1017.48s] 部分電食餐漲5元,
[1017.48s -> 1019.48s] 部分早餐餐飲料漲3元,
[1019.48s -> 1021.48s] 香酥米糕、五穀瘦肉粥等
[1021.48s -> 1023.48s] 單點品項則漲2到3元,
[1023.48s -> 1025.48s] 也有11個品項停售。
[1025.48s -> 1027.48s] 店家表示受到原物料人工
[1027.48s -> 1029.48s] 與營運成本逐年上升的影響。
[1029.48s -> 1031.48s] 還行,5塊錢而已,
[1031.48s -> 1033.48s] 又不是天天吃。
[1033.48s -> 1035.48s] 市場漲價,
[1035.48s -> 1037.48s] 北部也有吃到飽餐廳漲價。
[1037.48s -> 1039.48s] 10月1日起,
[1039.48s -> 1041.48s] 喜來登12廚自助餐廳
[1041.48s -> 1043.48s] 假日餐價調漲,
[1043.48s -> 1045.48s] 平均漲幅100到200元。
[1045.48s -> 1047.48s] 主計出最新公佈的8月消費者
[1047.48s -> 1049.48s] 物價指數CPI年增率1.6%,
[1049.48s -> 1051.48s] 漲幅較上個月擴大,
[1051.48s -> 1053.48s] 雖然連續4個月低於通膨警戒線,
[1053.48s -> 1055.48s] 但食物類價格漲幅較大,
[1055.48s -> 1057.48s] 低所得家庭承受的物價壓力
[1057.48s -> 1059.48s] 仍略高於整體平均。
[1059.48s -> 1061.48s] 為什麼我們的CPI
[1061.48s -> 1063.48s] 數據上看起來還不錯,
[1063.48s -> 1065.48s] 最主要是我們現在
[1065.48s -> 1067.48s] 是面對美國對等關稅的影響,
[1067.48s -> 1069.48s] 這個影響
[1069.48s -> 1071.48s] 即使它會使得
[1071.48s -> 1073.48s] 全球貿易量下降。
[1075.48s -> 1077.48s] 學者認為美國是全球最大市場,
[1077.48s -> 1079.48s] 關稅政策恐讓很多國家
[1079.48s -> 1081.48s] 經濟活動減少,
[1081.48s -> 1083.48s] 連帶國際商品需求下降。
[1083.48s -> 1085.48s] CPI是綜合食衣住行
[1085.48s -> 1087.48s] 各種商品服務加權平均的結果,
[1087.48s -> 1089.48s] 這波明顯原物料漲幅
[1089.48s -> 1091.48s] 對於食品需求較大的家庭
[1091.48s -> 1093.48s] 會有較明顯的物價波動感受。
[1093.48s -> 1095.48s] 中視新聞
[1095.48s -> 1097.48s] 高雄報導
[1097.48s -> 1099.48s] U18青棒錦標賽
[1099.48s -> 1101.48s] 我代表隊迎戰澳洲隊
[1101.48s -> 1103.48s] 背負著非贏不可的壓力
[1103.48s -> 1105.48s] 背負著非贏不可的壓力
[1105.48s -> 1107.48s] 最後10比2贏球
[1107.48s -> 1109.48s] 以三勝一敗的戰績
[1109.48s -> 1111.48s] 以三勝一敗的戰績
[1111.48s -> 1113.48s] 晉級下一輪超級循環賽
[1113.48s -> 1115.48s] 晉級下一輪超級循環賽
[1115.48s -> 1117.48s] 第一投位置來了
[1117.48s -> 1119.48s] 第一投位置來了
[1119.48s -> 1121.48s] 第一投位置來了
[1121.48s -> 1123.48s] 第一投位置來了
[1123.48s -> 1125.48s] 一支漂亮的安打
[1125.48s -> 1127.48s] 成功戰上一壘
[1127.48s -> 1129.48s] 戰績2勝1負的我國代表隊
[1129.48s -> 1131.48s] 8號隊上相同戰績的澳洲隊
[1131.48s -> 1133.48s] 背負著非贏不可的壓力
[1133.48s -> 1135.48s] 選手鬥志激昂
[1135.48s -> 1137.48s] 一局下接連的安打
[1137.48s -> 1139.48s] 加上澳洲傳球失誤
[1139.48s -> 1141.48s] 跑回兩分
[1141.48s -> 1143.48s] 在利用澳洲先發投手投球不穩
[1143.48s -> 1144.32s] 以及守备失误
[1144.32s -> 1146.40s] 打出一支深远的二连安达
[1146.40s -> 1147.56s] 拿下两分
[1147.56s -> 1150.28s] 也把澳洲的鲜花投手打退场
[1150.28s -> 1152.46s] 首局就以五比零领先
[1152.46s -> 1159.44s] 二局下
[1159.44s -> 1162.42s] 我国代表队利用澳洲投手大抱头
[1162.42s -> 1163.48s] 冲回本壘
[1163.48s -> 1164.66s] 再下一城
[1164.66s -> 1165.56s] 三局下
[1165.56s -> 1167.06s] 同样气势如虹
[1167.06s -> 1167.88s] 安达不断
[1167.88s -> 1170.28s] 还打出青壘的大号安达
[1170.28s -> 1173.04s] 将比数带到十比零领先
[1173.48s -> 1179.82s] 不过澳洲也不是省油的灯
