=== Time stamp ===
[542.26s -> 543.30s] 仍不准输台
[543.30s -> 544.96s] 公视新闻纳税民朋友组
[544.96s -> 545.44s] 泰博导
[545.44s -> 555.62s] 金管会邀集八大行库开会
[555.62s -> 559.82s] 了解金融业乘坐房贷最新的状况
[559.82s -> 561.82s] 如果违反规定
[561.82s -> 563.82s] 房贷强迫搭售金融商品
[563.82s -> 565.82s] 金管会将会启动金检查核
[565.82s -> 567.82s] 央行表示
[567.82s -> 570.82s] 管控是要避免信用资源
[570.82s -> 572.82s] 集中到不动产放款
[572.82s -> 574.82s] 不是限制正常购物
[575.44s -> 578.14s] 金管会主委彭金龙
[578.14s -> 580.06s] 一号出席公开活动证实
[580.06s -> 581.46s] 金管会今天找来
[581.46s -> 583.16s] 八大公股行库开会
[583.16s -> 584.94s] 了解房贷乘坐状况
[584.94s -> 586.02s] 再次强调
[586.02s -> 588.04s] 政府全力支持手购足
[588.04s -> 590.08s] 我们如果说在市场上
[590.08s -> 591.70s] 有类似搭售的情形
[591.70s -> 594.90s] 我们特别的会告诫说
[594.90s -> 596.76s] 这是我们违反我们的规定
[596.76s -> 597.90s] 我们也会启动金检
[597.90s -> 599.52s] 来进行这样的一个查核
[599.52s -> 600.80s] 有与会人士指出
[600.80s -> 602.92s] 银行局和八大行库的会议中
[602.92s -> 604.32s] 主要聚焦行库
[604.32s -> 605.36s] 在银行法定之下
[605.36s -> 605.42s] 在银行法定之下
[605.44s -> 607.54s] 第72条之二的法规许可下
[607.54s -> 609.50s] 还是应该有放款空间
[609.50s -> 610.64s] 以及如果有民众
[610.64s -> 612.18s] 质疑银行申请房贷
[612.18s -> 614.02s] 又要同时投保房贷受险
[614.02s -> 615.16s] 行库也要避免
[615.16s -> 616.34s] 引起民众误解
[616.34s -> 618.34s] 至于银行法第72条之二
[618.34s -> 619.16s] 是否松绑
[619.16s -> 620.64s] 彭金龙作出回应
[620.64s -> 621.78s] 所有的政策
[621.78s -> 623.44s] 都必须要能够
[623.44s -> 625.52s] 按照实际的情况
[625.52s -> 626.80s] 来做一些
[626.80s -> 628.72s] 这个滚动式的检讨
[628.72s -> 629.82s] 我们金管会主要是
[629.82s -> 631.80s] 针对流动性的管控
[631.80s -> 633.30s] 因为我们也不希望说
[633.30s -> 635.40s] 我们大部分的这个存款
[635.44s -> 638.04s] 然后流向流动性
[638.04s -> 640.28s] 比较低的不动产市场
[640.28s -> 641.48s] 对于有银行抱怨
[641.48s -> 642.88s] 央行的不动产放款
[642.88s -> 643.72s] 集中度管制
[643.72s -> 644.94s] 影响房贷乘坐
[644.94s -> 646.08s] 央行回应
[646.08s -> 647.80s] 管控是避免信用资源
[647.80s -> 649.30s] 集中到不动产放款
[649.30s -> 651.14s] 并非限制正常购物
[651.14s -> 652.38s] 但房贷水未满
[652.38s -> 653.56s] 近期甚至传出
[653.56s -> 654.32s] 有公务员
[654.32s -> 656.22s] 申办公务员专属的
[656.22s -> 657.16s] 竹巢优利贷
[657.16s -> 658.32s] 确指贷到六成
[658.32s -> 660.04s] 最后转向民营银行
[660.04s -> 662.04s] 才解套资备款不足问题
[662.04s -> 662.80s] 关键期的话
[662.80s -> 663.96s] 你钱借出以后
[663.96s -> 665.16s] 是不偿还本金的
[665.16s -> 666.02s] 所以这个资金
[666.02s -> 667.40s] 回流的速度会比较慢
[667.40s -> 669.08s] 那你回流速度慢的话
[669.08s -> 670.74s] 其实你能够再换款的资金
[670.74s -> 671.96s] 也就比较有限
[671.96s -> 672.88s] 对银行来说
[672.88s -> 674.10s] 收回来的钱变少
[674.10s -> 675.64s] 能够放出去的钱
[675.64s -> 677.16s] 当然也就不多
[677.16s -> 678.02s] 在会议中
[678.02s -> 679.16s] 则有不愿具名的
[679.16s -> 680.18s] 公股行户表示
[680.18s -> 681.80s] 也向金管会反映
[681.80s -> 682.56s] 为了增加
[682.56s -> 683.76s] 72条之2的
[683.76s -> 684.86s] 乘坐房贷空间
[684.86s -> 686.54s] 希望能向中华邮政
[686.54s -> 688.18s] 或台积电等公司求援
[688.18s -> 690.16s] 借此吸收更多存款
[690.16s -> 691.46s] 来作为房贷后盾
[691.46s -> 692.28s] 公视新闻
[692.28s -> 693.52s] 由燕子 郭俊仁 英台报导
[722.28s -> 724.46s] 租场地的另有其人
[724.46s -> 727.10s] 蔡姓教练指示义务陪练
[727.10s -> 731.18s] 身材高壮的蔡姓男子
[731.18s -> 733.24s] 之前是国中羽球教练
[733.24s -> 735.56s] 但是因为涉及体罚不当管教
[735.56s -> 736.74s] 去年11月
[736.74s -> 738.28s] 已经被学校解聘
[738.28s -> 739.84s] 但是有家长发现
[739.84s -> 741.84s] 蔡姓教练今年多次出现在
[741.84s -> 744.12s] 云林某国小的活动中心
[744.12s -> 746.38s] 疑似又在教导学员打球
[746.38s -> 747.86s] 今年3月
[747.86s -> 749.70s] 教育团体和家长指出
[749.70s -> 751.08s] 蔡姓教练任教于
[751.08s -> 753.22s] 云林西罗某国中时
[753.22s -> 755.84s] 涉及体罚霸凌球队学生
[755.84s -> 757.44s] 除了遭学校解聘
[757.44s -> 759.40s] 教练资格也在今年4月
[759.40s -> 761.20s] 被羽球协会撤销
[761.20s -> 763.02s] 但是有学生家长指出
[763.02s -> 765.48s] 蔡姓教练从今年5月开始
[765.48s -> 766.94s] 去在另一所国小
[766.94s -> 767.96s] 使用活动中心
[767.96s -> 770.22s] 开设个人的羽球课程
[770.22s -> 771.54s] 教育团体优先
[771.54s -> 773.80s] 有其他学员可能再受伤害
[773.80s -> 775.88s] 在还没有
[775.88s -> 777.92s] 接受任何的辅导机制
[777.92s -> 780.60s] 或者是审查机制之前
[780.60s -> 781.08s] 都不应该
[781.08s -> 783.20s] 再从事教学工作
[783.20s -> 784.28s] 小芳解释
[784.28s -> 786.74s] 场地并非蔡姓教练所租借
[786.74s -> 788.72s] 她也没有开班教学
[788.72s -> 790.70s] 我们社区的家长
[790.70s -> 793.66s] 那他有来跟我们学校租场地
[793.66s -> 796.02s] 他跟她是朋友
[796.02s -> 798.40s] 那请她是来义务陪打
[798.40s -> 801.14s] 并不是说来教学或怎么样
[801.14s -> 802.20s] 因为还是学生
[802.20s -> 803.88s] 那我们这个部位会来了解
[803.88s -> 805.24s] 如果不妥的地方
[805.24s -> 807.20s] 我们会向学校要求改善
[807.20s -> 809.58s] 小芳强调租场地的另有其人
[809.58s -> 810.60s] 一切依法行政
[811.08s -> 812.26s] 政府则表示
[812.26s -> 814.08s] 会进一步的确认场地租借
[814.08s -> 815.36s] 是否有问题
[815.36s -> 816.26s] 以及蔡姓教练
[816.26s -> 817.90s] 是否有教学的事实
[817.90s -> 819.20s] 如果有违反规定
[819.20s -> 821.62s] 将会追究相关的责任
[821.62s -> 822.60s] 公视新闻林建生
[822.60s -> 823.14s] 王荣涛
[823.14s -> 827.34s] 王威雄云林台中报道
[827.34s -> 830.32s] 日前高雄码头山山区
[830.32s -> 834.24s] 一只梅花鹿遭游荡犬攻击
[834.24s -> 835.38s] 几天后
[835.38s -> 838.00s] 梅花鹿伤重死亡
[838.00s -> 839.88s] 地方民众指出
[839.88s -> 840.96s] 当地有人
[840.96s -> 843.94s] 未养游荡犬成群
[843.94s -> 846.14s] 也会追逐人车
[846.14s -> 848.30s] 农业局接获反应
[848.30s -> 852.20s] 已经设置幼犬笼
[852.20s -> 857.84s] 不过弃养和未养的问题不根绝
[857.84s -> 867.28s] 游荡犬问题只会一再发生
[867.28s -> 869.44s] 被好几只游荡犬攻击的梅花鹿
[869.44s -> 870.94s] 落水安民民众想
[870.96s -> 873.94s] 制止也担心遭犬只攻击难以靠近
[873.94s -> 875.90s] 梅花鹿自行挣脱逃离后
[875.90s -> 878.24s] 却在三十一日下午被民众发现
[878.24s -> 879.48s] 已经死亡
[879.48s -> 882.02s] 所以变成最后好像有十
[882.02s -> 883.48s] 大概十来只吧
[883.48s -> 885.08s] 梅花鹿身上多处伤痕
[885.08s -> 888.62s] 死亡地点附近也出现犬只跟鹿脚印交杂
[888.62s -> 892.26s] 游荡犬群聚码头山困扰地方超过三年
[892.26s -> 895.60s] 那个一群狗十几只就冲过来
[895.60s -> 897.96s] 把我那个小朋友
[897.96s -> 899.54s] 那个咬咬啊
[899.54s -> 900.88s] 我赶快扑过去啊
[900.96s -> 902.24s] 大家都有检举
[902.24s -> 903.72s] 也有跟他上法院
[903.72s -> 906.14s] 就是没有办法
[906.14s -> 908.70s] 过去也有穿山甲遭游荡犬咬伤
[908.70s -> 909.90s] 社区居民认为
[909.90s -> 912.02s] 弃养及喂养是问题根源
[912.02s -> 913.62s] 那也不是只有梅花鹿
[913.62s -> 915.02s] 还有白鼻西麻
[915.02s -> 916.98s] 那你看这一次的事件当中
[916.98s -> 919.88s] 我觉得它已经是造成很大的一个隐忧
[919.88s -> 921.32s] 好好的来对话
[921.32s -> 923.48s] 而且好好的面对真相
[923.48s -> 925.98s] 从源头管理到末端的减量
[925.98s -> 928.60s] 执行的这些真实的量能的状况
[928.60s -> 930.94s] 或者两方无止境的谩骂
[930.96s -> 932.84s] 都没有办法解决问题
[932.84s -> 934.94s] 市府连日放置幼犬笼
[934.94s -> 937.00s] 这几天都派人加强捕捉
[937.00s -> 938.60s] 不过冻宝团体认为
[938.60s -> 940.46s] 游荡犬处理态度应一致
[940.46s -> 942.00s] 不能只有中央立法
[942.00s -> 945.04s] 地方却疏于严格执行管控源头
[945.04s -> 946.72s] 也建议冻宝野宝团体
[946.72s -> 948.58s] 透过对话找出平衡点
[948.58s -> 951.60s] 公时新闻王婷许振俊高雄报导
[951.60s -> 957.96s] 台铁宣布张牧机物车辆维修检查员
[957.96s -> 960.84s] 技术员起薪四万
[960.84s -> 960.94s] 几万元
[960.96s -> 962.00s] 两千多元
[962.00s -> 965.28s] 助理工程师最高薪资
[965.28s -> 967.94s] 上看五万九千元
[967.94s -> 971.50s] 台铁表示提高检察员职级
[971.50s -> 972.82s] 拉高薪资
[972.82s -> 975.72s] 希望吸引更多人才投入
[975.72s -> 978.12s] 台铁产业工会表示
[978.12s -> 981.04s] 检察员工作内容多元
[981.04s -> 981.88s] 责任大
[981.88s -> 983.84s] 但相对薪资并不高
[983.84s -> 986.32s] 也导致目前流动率相当高
[986.32s -> 989.28s] 半开动力交接部
[989.28s -> 990.64s] 检察员确认司机员
[990.64s -> 990.94s] 在上海市的公司
[990.94s -> 993.36s] 上一趟任务中是否有列车异常
[993.36s -> 995.48s] 接着要逐一确认各项功能
[995.48s -> 996.32s] 压力打薄的时候
[996.32s -> 997.22s] 灯号熄灭的时候
[997.22s -> 998.64s] 我们才会按下升空按钮
[998.64s -> 1000.52s] 来确定今天已经升空
[1000.52s -> 1001.22s] 车内走完
[1001.22s -> 1003.32s] 再拿着手电筒穿梭在车底
[1003.32s -> 1004.66s] 检察员对于入库列车
[1004.66s -> 1007.50s] 要一天数进行不同程度的保养检修
[1007.50s -> 1009.48s] 驱轮三班也要有技术基础
[1009.48s -> 1010.76s] 流动率相当高
[1010.76s -> 1012.70s] 台铁在公司划后已经两度招募
[1012.70s -> 1013.74s] 还是没补满
[1013.74s -> 1015.46s] 是一个有点吃地不讨好的工作
[1015.46s -> 1016.58s] 因为等于是列车
[1016.58s -> 1018.02s] 今天发生了任何的问题
[1018.02s -> 1020.50s] 检察员就是一定会被找去问话
[1020.50s -> 1021.98s] 如果是从过去
[1021.98s -> 1024.44s] 从现场直接抓人去当检察员
[1024.44s -> 1025.76s] 那大家一定不愿意
[1025.76s -> 1026.82s] 陈业工会直言
[1026.82s -> 1028.30s] 检察员工作内容多元
[1028.30s -> 1030.32s] 还要具名保证列车出库的安全
[1030.32s -> 1032.00s] 过去普悠马翻覆意外
[1032.00s -> 1033.56s] 检调也曾传唤检察员
[1033.56s -> 1035.34s] 但薪资却没有相对优渥
[1035.34s -> 1037.24s] 导致内部转调意愿低落
[1037.24s -> 1038.44s] 对于人力缺口
[1038.44s -> 1040.38s] 台铁机务处一号发出招募讯息
[1040.38s -> 1042.38s] 包含机务车辆维修检察员
[1042.38s -> 1044.28s] 及行控处机车控制员
[1044.28s -> 1045.32s] 两项职缺
[1045.32s -> 1047.04s] 控制员仅开出两名证取
[1047.04s -> 1049.58s] 检察员一口气开出四十名证取
[1049.58s -> 1050.84s] 依照职级不同
[1050.84s -> 1053.02s] 起薪自四万两千五百八十元起
[1053.02s -> 1055.26s] 最高可到五万五千六百六十元
[1055.26s -> 1057.70s] 除证取还开出被取七十二名
[1057.70s -> 1071.84s] 台铁公司总经理冯辉生表示
[1071.84s -> 1073.86s] 公司划后陆续有人员离退
[1073.86s -> 1074.26s] 而公司总经理冯辉生
[1074.26s -> 1076.08s] 过往招募都是以公司为单位
[1076.08s -> 1077.78s] 今年起陆续由各单位
[1077.78s -> 1079.28s] 依照需求来征才
[1079.28s -> 1081.90s] 此次也特别将检察员职级提高
[1081.90s -> 1083.06s] 薪资优于过往
[1083.06s -> 1084.38s] 希望能补足人力
[1084.38s -> 1086.26s] 公视新闻 宣灵监台报导
[1086.26s -> 1090.78s] AI科技相当便利
[1090.78s -> 1094.00s] 不过假讯息也跟着升级
[1094.00s -> 1095.98s] 资讯真假难辨
[1095.98s -> 1099.70s] 台湾公共媒体宣布启动
[1099.70s -> 1102.48s] AI chatbot合作计划
[1102.48s -> 1104.24s] 将共同建立
[1104.26s -> 1107.14s] 提供可信资讯的
[1107.14s -> 1109.34s] AI聊天机器人
[1109.34s -> 1113.46s] 以2026年底为完成目标
[1113.46s -> 1117.30s] AI科技日新月异
[1117.30s -> 1118.58s] 带来挑战与机遇
[1118.58s -> 1120.74s] 为了让AI发挥正面潜能
[1120.74s -> 1122.56s] 台湾公共媒体代表齐聚
[1122.56s -> 1123.96s] 共同宣布启动
[1123.96s -> 1126.22s] 公共媒体AI chatbot合作计划
[1126.22s -> 1129.02s] 将集结台湾最公信力的媒体机构
[1129.02s -> 1131.54s] 共同建制提供可信资讯的
[1131.54s -> 1132.92s] AI聊天机器人
[1132.92s -> 1134.10s] 最大的不同之一是
[1134.26s -> 1136.54s] 其他的聊天机器人会把
[1136.54s -> 1139.50s] 网路上不管你是正确不正确
[1139.50s -> 1141.02s] 好的不好的资讯
[1141.02s -> 1143.26s] 全部作为他解释的来源
[1143.26s -> 1145.58s] 可是这个可信资讯的
[1145.58s -> 1146.74s] AI聊天机器人
[1146.74s -> 1147.94s] 只会限定在
[1147.94s -> 1151.04s] 我们公共媒体所提供的资料
[1151.04s -> 1152.76s] 此项计划将结合
[1152.76s -> 1155.60s] 公广集团 中央社 央广 原市等
[1155.60s -> 1157.62s] 公共媒体的新闻资料库
[1157.62s -> 1159.32s] 以及政府NGO等
[1159.32s -> 1160.82s] 可授权的可信资料
[1160.82s -> 1163.18s] 以2026年底为完成目标
[1163.18s -> 1164.18s] 团队也邀请
[1164.26s -> 1166.42s] 中研院资讯所古伦维教授
[1166.42s -> 1168.02s] 担任技术顾问
[1168.02s -> 1169.82s] 未来将建制公示会当中
[1169.82s -> 1172.66s] 免费使用的大众版聊天机器人
[1172.66s -> 1174.14s] 以及供专业工作者
[1174.14s -> 1176.74s] 使用的专业版聊天机器人
[1176.74s -> 1177.78s] 对我们来说的话
[1177.78s -> 1179.74s] 我们就是一步一步的把它做完
[1179.74s -> 1181.50s] 包括说先从文字开始
[1181.50s -> 1183.30s] 再到影像声音
[1183.30s -> 1185.06s] 而在9月1号记者节这天
[1185.06s -> 1186.38s] 有超过20家媒体
[1186.38s -> 1187.66s] 共同发起成立
[1187.66s -> 1189.74s] 台湾网路新闻自卫联盟
[1189.74s -> 1192.54s] 结合媒体内部治理与公民外部监督
[1192.54s -> 1194.24s] 建立多方治理平台
[1194.26s -> 1195.64s] 新闻自律了
[1195.64s -> 1197.36s] 我是不是很多新闻我都不能做
[1197.36s -> 1198.60s] 其实不是的
[1198.60s -> 1201.00s] 每个媒体可以从新闻自律做起
[1201.00s -> 1203.86s] 然后让台湾的新闻媒体可以重生
[1203.86s -> 1205.66s] 民主国家不能没有言论自由
[1205.66s -> 1207.38s] 但是民主国家也不能放任
[1207.38s -> 1208.54s] 错假讯息流窜
[1208.54s -> 1212.14s] 以至于危害到整个国家的安全
[1212.14s -> 1214.38s] 最好的方法就是有一个健康
[1214.38s -> 1216.48s] 自由而且自律的媒体生态
[1216.48s -> 1219.36s] 联盟强调透过制度化的自律原则
[1219.36s -> 1221.74s] 透明的申诉与更正机制等
[1221.74s -> 1223.82s] 提升新闻品质和公信力
[1224.26s -> 1226.52s] 媒体和民众之间的良性沟通
[1226.52s -> 1228.44s] 公视新闻综合报道
[1228.44s -> 1233.34s] 上海合作组织高峰会
[1233.34s -> 1235.82s] 在中国天津登场
[1235.82s -> 1240.66s] 来自超过20个国家与地区的领导人
[1240.66s -> 1241.98s] 齐聚一堂
[1241.98s -> 1244.84s] 中国国家主席习近平
[1244.84s -> 1246.88s] 与本次峰会
[1246.88s -> 1249.70s] 与俄罗斯总统胡廷
[1249.70s -> 1252.16s] 和印度总理莫迪同台
[1252.16s -> 1254.24s] 象征中俄印三大合作
[1254.26s -> 1256.02s] 加强合作
[1256.02s -> 1259.38s] 被外界视为对美国影响力的挑战
[1259.38s -> 1261.30s] 北韩领导人金正恩
[1261.30s -> 1264.10s] 也触发附会引发瞩目
[1264.10s -> 1267.84s] 上海合作组织峰会
[1267.84s -> 1269.14s] 在中国天津登场
[1269.14s -> 1271.38s] 来自20多个国家地区的领导人
[1271.38s -> 1273.04s] 齐聚进行第二天议程
[1273.04s -> 1275.00s] 此次峰会通过天津宣言
[1275.00s -> 1277.22s] 规划未来十年的合作战略
[1277.22s -> 1279.70s] 涵盖经济安全与多边治理
[1279.70s -> 1281.14s] 中国国家主席习近平
[1281.14s -> 1283.46s] 在峰会抛出全球治理倡议
[1283.46s -> 1284.24s] 决定建立美国的
[1284.26s -> 1286.28s] 上合组织开发银行
[1286.28s -> 1299.44s] 不只俄罗斯总统胡廷参与峰会
[1299.44s -> 1301.72s] 就连原先跟中国有边境争议的
[1301.72s -> 1303.34s] 印度总理莫迪也出席
[1303.34s -> 1305.90s] 还宣布恢复印中双边直航
[1305.90s -> 1307.48s] 向中方展现善意
[1307.48s -> 1309.30s] 在美国关税冲击之际
[1309.30s -> 1311.02s] 中俄印领袖同台
[1311.02s -> 1312.82s] 展现新合作关系
[1314.26s -> 1333.74s] 只是天津宣言中
[1333.74s -> 1335.24s] 并未提到俄乌战争
[1335.24s -> 1337.02s] 乌克兰外交部发声明表示
[1337.02s -> 1338.58s] 普京参与上合峰会
[1338.58s -> 1340.70s] 并不能改变俄罗斯的孤立现状
[1340.70s -> 1343.02s] 反而凸显其外交行动失败
[1343.02s -> 1344.22s] 印度他其实会
[1344.26s -> 1346.42s] 很巧妙会在美中这两边
[1346.42s -> 1348.70s] 会有一个巧妙的位置
[1348.70s -> 1350.62s] 其实国际上面的利益
[1350.62s -> 1353.08s] 还是或者是地缘政治上面的博弈
[1353.08s -> 1354.14s] 对于印度来说
