=== Time stamp ===
[873.36s -> 875.36s] 這也是未來社會的趨勢,
[875.36s -> 877.36s] 這是捷運嗎?
[877.36s -> 878.36s] 對啊。
[878.36s -> 880.36s] 有人開玩笑就是做生意的,
[880.36s -> 881.36s] 太平做一段,
[881.36s -> 883.36s] 然後下午去龍頂做一段,
[883.36s -> 884.36s] 一天就好玩了,
[884.36s -> 885.36s] 但現在有捷運,
[885.36s -> 886.36s] 差很多。
[888.36s -> 890.36s] 台中第二條捷運正式動工,
[890.36s -> 893.36s] 嵐線總經費高達1615億元,
[893.36s -> 895.36s] 全長24.78公里,
[895.36s -> 896.36s] 西起台中港,
[896.36s -> 898.36s] 東到東區建國市場,
[898.36s -> 899.36s] 橫跨8個行政區,
[899.36s -> 901.36s] 共設置20座車站,
[901.36s -> 903.36s] 其中海線8座為高架,
[903.36s -> 904.36s] 市區12座為地下隊,
[904.36s -> 907.36s] 並且在龍頸區設置維修機場,
[907.36s -> 910.36s] 全線預計2034年完工。
[910.36s -> 912.36s] 那它從我們的東區
[912.36s -> 914.36s] 一直要行駛到台中港,
[914.36s -> 917.36s] 未來還會繼續再延伸,
[917.36s -> 919.36s] 是我們最重要的一條道路。
[919.36s -> 921.36s] 這個路網還不夠密,
[921.36s -> 922.36s] 所以說你要補貼,
[922.36s -> 924.36s] 補貼到什麼時候沒有人知道,
[924.36s -> 926.36s] 我們這一代人是看不到它賺錢的,
[926.36s -> 927.36s] 那一定的,
[927.36s -> 930.36s] 所以說這不是所謂的對跟錯的問題,
[930.36s -> 932.36s] 就是你選擇的問題啊,
[932.36s -> 933.36s] 重點是
[933.36s -> 935.36s] 政府的口袋如果夠深,
[935.36s -> 936.36s] 你可以做啊,
[936.36s -> 937.36s] 你如果不夠深的話,
[937.36s -> 939.36s] 就是自己找自己麻煩。
[939.36s -> 940.36s] 交通學者則認為,
[940.36s -> 942.36s] 除了人口稠密的台北市,
[942.36s -> 945.36s] 其他城市的捷運都有營運負債的問題,
[945.36s -> 948.36s] 終結路線擴點得靠政府資金挹注,
[948.36s -> 951.36s] 另外台灣大道將面臨交通黑暗期,
[951.36s -> 953.36s] 人力疏導等措施是否到位,
[953.36s -> 956.36s] 也都考驗台中市府的應變能力。
[956.36s -> 958.36s] 公視新聞楊明峰彭幻群,
[958.36s -> 960.36s] 台中報導。
[961.36s -> 963.36s] 假投資詐騙多,
[963.36s -> 965.36s] 尤其詐騙集團,
[965.36s -> 968.36s] 常用LINE作為行騙的平台。
[968.36s -> 971.36s] 刑事局展開專案,
[971.36s -> 972.36s] 與LINE聯手,
[972.36s -> 975.36s] 派員埋伏在群組,
[975.36s -> 980.36s] 一個月內就找出了7萬3千個異常帳號,
[980.36s -> 983.36s] 陸續停權處理。
[986.36s -> 987.36s] 員警飛撲上前,
[987.36s -> 988.36s] 扣住對方脖子,
[988.36s -> 989.36s] 壓制在地。
[989.36s -> 991.36s] 住哪一間旅館?
[991.36s -> 992.36s] 旅居?
[992.36s -> 993.36s] 是不是?
[993.36s -> 994.36s] 有外籍男子,
[994.36s -> 995.36s] 來自馬來西亞,
[995.36s -> 996.36s] 經身份清查,
[996.36s -> 997.36s] 假借觀光來台灣,
[997.36s -> 999.36s] 試著做起詐騙車手。
[999.36s -> 1000.36s] 連續棄貨,
[1000.36s -> 1001.36s] 夜性以及陽性,
[1001.36s -> 1004.36s] 兩名馬來西亞籍外籍車手,
[1004.36s -> 1006.36s] 並且在兩人身上,
[1006.36s -> 1008.36s] 查扣現金76萬餘元。
[1008.36s -> 1009.36s] 這類詐騙車手,
[1009.36s -> 1010.36s] 多數領的贓款,
[1010.36s -> 1012.36s] 都從假投資騙來,
[1012.36s -> 1014.36s] 但行騙的一大平台LINE,
[1014.36s -> 1015.36s] 有不少帳號,
[1015.36s -> 1016.36s] 如今變這樣。
[1017.36s -> 1018.36s] 個人帳號變不明,
[1018.36s -> 1019.36s] 假投資群組消失,
[1019.36s -> 1021.36s] 原來刑事局與LINE聯手,
[1021.36s -> 1022.36s] 在一個月內找出,
[1022.36s -> 1024.36s] 7.3萬個異常帳號,
[1024.36s -> 1026.36s] 目前已停權5萬多個。
[1026.36s -> 1028.36s] 不同的帳號,
[1028.36s -> 1029.36s] 在同一個時間呢,
[1029.36s -> 1031.36s] 發送一樣的訊息,
[1031.36s -> 1033.36s] 那顯然就是詐騙集團,
[1033.36s -> 1034.36s] 用機器人的操作,
[1034.36s -> 1036.36s] 然後用傀儡帳號,
[1036.36s -> 1038.36s] 來發送這些訊息。
[1038.36s -> 1039.36s] 警方深入底營,
[1039.36s -> 1041.36s] 藉由臉書等平台,
[1041.36s -> 1042.36s] 親自加入LINE社群,
[1042.36s -> 1043.36s] 再從群組內,
[1043.36s -> 1045.36s] 分析可疑的成員身份,
[1045.36s -> 1046.36s] 通報LINE處理。
[1046.36s -> 1048.36s] 只是未有明確犯罪實證,
[1048.36s -> 1050.36s] 直接大規模停權,
[1050.36s -> 1051.36s] 刑事局不會延,
[1051.36s -> 1052.36s] 可能有罪。
[1052.36s -> 1054.36s] 有用戶無端被停用,
[1054.36s -> 1055.36s] 但被錯停帳號,
[1055.36s -> 1057.36s] 用戶可申訴反應。
[1057.36s -> 1058.36s] 像FB什麼的,
[1058.36s -> 1059.36s] 你根本沒有辦法,
[1059.36s -> 1061.36s] 杜絕他們啊。
[1061.36s -> 1062.36s] 那我只是說,
[1062.36s -> 1063.36s] 上面有在注意,
[1063.36s -> 1064.36s] 我們還是會,
[1064.36s -> 1066.36s] 會得到多一分的保障。
[1066.36s -> 1067.36s] 他們是職業慣犯,
[1067.36s -> 1068.36s] 他們一定會想辦法,
[1068.36s -> 1070.36s] 再去開設新的帳號。
[1070.36s -> 1071.36s] 這次史上首次,
[1071.36s -> 1072.36s] 大量停權,
[1072.36s -> 1073.36s] 設罩帳號,
[1073.36s -> 1074.36s] 部分民眾都贊同,
[1074.36s -> 1076.36s] 但只怕詐騙集團,
[1076.36s -> 1078.36s] 現在被強制停用後,
[1078.36s -> 1079.36s] 人可找人頭,
[1079.36s -> 1081.36s] 再次申辦門號註冊,
[1081.36s -> 1082.36s] 無法跟本都拒絕。
[1082.36s -> 1083.36s] 公視新聞,
[1083.36s -> 1084.36s] 車關系陳榮毅,
[1084.36s -> 1085.36s] 台北報導。
[1086.36s -> 1089.36s] 台中一名21歲黃姓喬生,
[1089.36s -> 1092.36s] 有嚴重的脊椎側彎,
[1092.36s -> 1095.36s] 心肺受到壓迫,
[1095.36s -> 1097.36s] 導致呼吸困難,
[1097.36s -> 1099.36s] 甚至無法正躺。
[1100.36s -> 1102.36s] 他在18歲的時候,
[1102.36s -> 1104.36s] 接受手術矯正,
[1104.36s -> 1106.36s] 將脊椎拉直,
[1106.36s -> 1108.36s] 也讓他長高了8公分。
[1109.36s -> 1110.36s] 醫師表示,
[1110.36s -> 1112.36s] 如果脊椎側彎,
[1112.36s -> 1114.36s] 超過50度,
[1114.36s -> 1115.36s] 就要手術,
[1115.36s -> 1117.36s] 進行積極治療。
[1119.36s -> 1120.36s] 透過S光片,
[1120.36s -> 1122.36s] 明顯看到患者的脊椎,
[1122.36s -> 1124.36s] 嚴重的側彎就像S型,
[1124.36s -> 1126.36s] 而電腦斷層顯示,
[1126.36s -> 1128.36s] 就像一條蜈蚣彎彎曲曲。
[1128.36s -> 1130.36s] 這位來自印尼的黃姓喬生,
[1130.36s -> 1132.36s] 受到脊椎側彎困擾,
[1132.36s -> 1133.36s] 長達7、8年,
[1133.36s -> 1135.36s] 但最近幾年感覺病情惡化,
[1135.36s -> 1136.36s] 甚至呼吸不過來,
[1136.36s -> 1138.36s] 才接受治療。
[1138.36s -> 1140.36s] 因為呼吸會喘,
[1140.36s -> 1141.36s] 就是呼吸困難,
[1141.36s -> 1144.36s] 然後就如果很累的時候,
[1144.36s -> 1146.36s] 就真的很不舒服,
[1146.36s -> 1148.36s] 要睡覺的時候躺下來,
[1148.36s -> 1149.36s] 就會很痛,
[1149.36s -> 1151.36s] 就沒有辦法動了。
[1151.36s -> 1152.36s] 黃姓喬生表示,
[1152.36s -> 1153.36s] 11歲在印尼時,
[1153.36s -> 1155.36s] 就發現有脊椎側彎,
[1155.36s -> 1156.36s] 拖了好幾年,
[1156.36s -> 1158.36s] 情況越來越嚴重,
[1158.36s -> 1159.36s] 檢查後發現,
[1159.36s -> 1160.36s] 他的胸椎和腰椎,
[1160.36s -> 1162.36s] 都有呈現大角度的彎曲,
[1162.36s -> 1164.36s] 進而壓迫到心肺。
[1164.36s -> 1165.36s] 醫師表示,
[1165.36s -> 1167.36s] 這種非特異性脊椎側彎,
[1167.36s -> 1169.36s] 屬於先天性疾病,
[1169.36s -> 1170.36s] 大多發生在青春期的,
[1170.36s -> 1171.36s] 青少年,
[1171.36s -> 1173.36s] 屬於脊椎體發育異常,
[1173.36s -> 1176.36s] 醫師是以脊椎機械手臂手術,
[1176.36s -> 1177.36s] 將他的脊椎拉直,
[1177.36s -> 1179.36s] 還長高了8公分。
[1179.36s -> 1180.36s] 如果有的人,
[1180.36s -> 1181.36s] 主彎是在腰椎,
[1181.36s -> 1182.36s] 會壓迫到那個,
[1182.36s -> 1184.36s] 內臟脹氣消化的功能,
[1184.36s -> 1185.36s] 那這個病人,
[1185.36s -> 1188.36s] 他主彎是在胸椎這個地方,
[1188.36s -> 1190.36s] 所以會壓迫到心肺功能,
[1190.36s -> 1191.36s] 容易會喘,
[1191.36s -> 1192.36s] 活動力會比較差,
[1192.36s -> 1194.36s] 當然痛一定是會有。
[1194.36s -> 1195.36s] 醫師表示,
[1195.36s -> 1197.36s] 一般長者經常發生的,
