=== Time stamp ===
[440.42s -> 441.00s] 来告诉大家
[441.02s -> 441.34s] 我们
[441.34s -> 445.82s] 好 针对美国的这个半导体关税
[445.82s -> 447.18s] 大家想了很久
[447.18s -> 448.90s] 究竟会要扣多少税
[448.90s -> 450.98s] 川普刚才是松口了
[450.98s -> 453.20s] 他在美东时间的6号傍晚宣布
[453.20s -> 454.84s] 这个半导体关税
[454.84s -> 457.60s] 针对进口到美国的半导体
[457.60s -> 458.36s] 还有晶片
[458.36s -> 460.30s] 税率会将近是100%
[460.30s -> 462.10s] 但是他同时提出了解套
[462.10s -> 464.56s] 他说企业只要承诺在美设厂
[464.56s -> 465.62s] 投资美国
[465.62s -> 467.32s] 就可以立即免税
[467.32s -> 468.62s] 来听他稍早说明
[471.02s -> 474.34s] 川普表示说只要企业承诺在美投资
[474.34s -> 477.94s] 就可以立即免缴高达百分之百的半导体关税
[477.94s -> 479.22s] 不过他也说了
[479.22s -> 480.74s] 如果企业事后反悔
[480.74s -> 483.06s] 这欠缴的税率也会被美国追讨回来
[483.06s -> 485.10s] 那么川普宣布这一项政策之际
[485.10s -> 486.64s] 可以看到他身边站的
[486.64s -> 488.68s] 就是苹果的执行长库克
[488.68s -> 490.74s] 他也在美国的执行长库克
[490.74s -> 492.52s] 也在美国的执行长库克
[492.52s -> 494.06s] 也在美国的执行长库克
[494.06s -> 495.34s] 也在美国的执行长库克
[495.34s -> 496.88s] 也在美国的执行长库克
[496.88s -> 498.66s] 也在美国的执行长库克
[498.66s -> 500.70s] 就是苹果的执行长库克
[500.70s -> 502.76s] 他也在白宫同时就宣布了
[502.76s -> 507.62s] 说苹果要在肯塔基州等地投资美国1000亿美元
[507.62s -> 508.64s] 那么除了苹果
[508.64s -> 511.46s] 川普其实在演讲当中也点名到台积电
[511.46s -> 513.26s] 表示说台积电已经对美投资
[513.26s -> 515.30s] 他声称有2000亿美元
[515.30s -> 517.86s] 同时也在亚利桑那州已经设厂了
[517.86s -> 521.18s] 那么根据川普公布的这半导体税率的新政策
[521.18s -> 523.74s] 因为台积电现在已经是承诺在美投资
[523.74s -> 525.02s] 也已经在美设厂
[525.02s -> 526.56s] 很多都已经在进行中
[526.56s -> 528.10s] 因此应该是可以免缴
[528.10s -> 528.62s] 这个半导体税率的新政策
[528.62s -> 530.52s] 而川普也提到了
[530.52s -> 532.30s] 辉达在美国的投资
[532.30s -> 534.44s] 论美国媒体CNBC也报导了
[534.44s -> 536.74s] 这一天其实除了库克来到白宫之外
[536.74s -> 538.36s] 白宫也迎接的是
[538.36s -> 540.12s] 辉达的执行长黄仁勋
[540.12s -> 542.90s] 他也在今天已经跟川普见过面了
[542.90s -> 544.70s] 在白宫已经完成会谈
[544.70s -> 546.22s] 尽管这川普的政策
[546.22s -> 549.02s] 是在美国的美股收盘之后才宣布
[549.02s -> 550.44s] 不过可以看到相关的个股
[550.44s -> 551.80s] 在盘后是大涨的
[551.80s -> 553.96s] 包含了苹果涨大约3%
[553.96s -> 557.00s] 台积电ADR涨大约2.7%
[557.00s -> 558.56s] 待稍后这个台股
[558.56s -> 558.60s] 也会在美国的投资
[558.60s -> 560.44s] 在台湾台北开盘以后
[560.44s -> 563.08s] 或许这持续也会继续发酵
[563.08s -> 565.16s] 以上公示国际记者方子齐
[565.16s -> 567.44s] 来自美国白宫带来最新情形
[567.44s -> 570.26s] 好的谢谢子齐
[570.26s -> 572.48s] 接着焦点回到国内
[572.48s -> 573.70s] 我们来看
[573.70s -> 577.46s] 桃园市龟山区的龙寿工业区附近
[577.46s -> 580.64s] 昨天是传出了一起离奇的命案
[580.64s -> 583.86s] 有名众目击一名男子
[583.86s -> 588.20s] 悬挂在高度约60公尺的高压电线上
[588.20s -> 590.28s] 已经明显死亡
[590.28s -> 592.82s] 而初步调查
[592.82s -> 596.34s] 这名男子疑似是外籍移工
[596.34s -> 599.68s] 事发经过还要再调查
[599.68s -> 605.46s] 桃园市龟山区六号下午
[605.46s -> 606.80s] 传出离奇命案
[606.80s -> 608.62s] 名众目击有一名男子
[608.62s -> 611.34s] 悬挂在60公尺高的高压电线上
[611.34s -> 612.70s] 下的赶紧报案
[612.70s -> 614.74s] 他们有那个望远镜
[614.74s -> 616.24s] 他们把它一放大看
[616.24s -> 616.96s] 是人
[616.96s -> 618.00s] 台电公司
[618.00s -> 618.18s] 地区的龙寿工业区
[618.18s -> 619.94s] 第一时间派员紧急断电
[619.94s -> 622.98s] 随后由员警和消防队进一步调查
[622.98s -> 626.00s] 警方初步研判男子已经明显死亡
[626.00s -> 628.94s] 现场未发现明显外籍介入迹象
[628.94s -> 631.48s] 将调阅监视器进一步厘清
[631.48s -> 633.46s] 事发经过与死者的身份
[633.46s -> 636.58s] 不过由于事发地点位于高达60公尺
[636.58s -> 638.46s] 约20层楼高的位置
[638.46s -> 640.06s] 加上天色建案
[640.06s -> 641.94s] 考量人员作业安全
[641.94s -> 645.16s] 消防队预计将在周四一早再行尝试
[645.16s -> 646.90s] 把遗体移到地面
[646.90s -> 647.90s] 公示新闻
[647.90s -> 649.74s] 珠峰之中建刚综合报道
[649.74s -> 653.46s] 南部豪雨灾情严重
[653.46s -> 656.82s] 连收容犬猫的园区也受创
[656.82s -> 660.38s] 台湾动物救援小组
[660.38s -> 665.42s] 日前公开了多处南部猫狗园受创的情形
[665.42s -> 668.62s] 却被网购饲料平台
[668.62s -> 671.30s] 涉嫌盗用影像重置
[671.30s -> 672.94s] 放在网路上
[672.94s -> 674.90s] 大量的投放广告
[676.08s -> 677.12s] 让民众
[677.12s -> 679.52s] 误以为是公益团体
[679.52s -> 681.24s] 需要购买饲料
[681.24s -> 685.26s] 而台湾动物救援小组
[685.26s -> 686.74s] 准备要提告
[686.74s -> 689.90s] 也质疑对方的行为
[689.90s -> 691.96s] 有诈骗嫌疑
[691.96s -> 698.22s] 狼狈在水中挣扎
[698.22s -> 699.94s] 猫小孩急着爬上站板
[699.94s -> 702.32s] 因为圆缺鸡舍已经超过身高
[702.32s -> 705.46s] 这是8月2日
[705.46s -> 706.84s] 台湾动物救援小组
[706.84s -> 709.98s] 拍摄南部多处猫狗园区淹水状况
[709.98s -> 711.68s] 希望各界发挥爱心
[711.68s -> 713.30s] 画面却出现在另一处
[713.30s -> 715.56s] 烂案及时网购饲料平台
[715.56s -> 718.90s] 台湾动物救援小组指控对方盗用公益影像
[718.90s -> 721.20s] 重置后在网路大量投放广告
[721.20s -> 724.28s] 涉嫌误导民众该公司是公益团体
[724.28s -> 728.72s] 因为网友看到这些猫狗园区很惨的这些状况了
[728.72s -> 731.84s] 那他们就误以为说这个也是一个公益团体
[731.84s -> 733.52s] 所以就纷纷捐款
[733.52s -> 734.88s] 那其实呢并不知道说他们其实是一家百分之百的公益团体
[734.88s -> 737.24s] 他们其实是一家百分之一百
[737.24s -> 742.14s] 以盈利为目的在贩售饲料的公司
[742.14s -> 744.32s] 台湾动物救援小组表示
[744.32s -> 745.60s] 这间公司卖饲料
[745.60s -> 747.42s] 用栽损画面促销商品
[747.42s -> 748.26s] 形同诈骗
[748.26s -> 749.76s] 已经备妥资料提告
[749.76s -> 751.14s] 不少网友也回应
[751.14s -> 753.56s] 已在平台捐完饲料相当无言
[753.56s -> 755.34s] 去店遭控公司查证
[755.34s -> 756.82s] 对方不愿出面受访
[756.82s -> 760.16s] 但坦承部分影像使用未经授权已下架
[760.16s -> 763.06s] 会将饲料捐赠去向对外公开说明
[763.06s -> 764.62s] 消弭消费者的疑虑
[764.88s -> 777.34s] 有双容园区证实
[777.34s -> 779.44s] 每月收到这间公司捐赠粮食
[779.44s -> 781.28s] 但是公益劝募条例规定
[781.28s -> 784.10s] 劝募团体以公立学校行政法人
[784.10s -> 785.56s] 公益性社团法人
[785.56s -> 786.62s] 财团法人为限
[786.62s -> 788.90s] 非这些团体不得基于公益目的
[788.90s -> 789.72s] 发起劝募
[789.72s -> 792.22s] 让爱吉石脸书联络地址为台南
[792.22s -> 794.38s] 市府回应没经主管机关核准
[794.38s -> 794.86s] 接属为台南
[794.88s -> 795.88s] 违法行为
[795.88s -> 798.08s] 民间单位或个人没合法许可
[798.08s -> 799.20s] 无公文依据
[799.20s -> 801.26s] 不得进行任何形式之劝募
[801.26s -> 803.70s] 涉嫌盗用影像进行网络宣传
[803.70s -> 807.02s] 所以以下架也恐涉及民事及形式责任
[807.02s -> 808.02s] 目前无人检举
[808.02s -> 810.08s] 若有受害者将深入调查
[810.08s -> 812.76s] 也提醒灾害期间网络讯息务必查证
[812.76s -> 813.84s] 避免受害
[813.84s -> 818.12s] 公视新闻王婷晨显坤高雄报导
[818.12s -> 820.90s] 政府加强打炸力道
[820.90s -> 824.80s] 但是目前官方数据忽略了多达一百
[824.80s -> 824.86s] 三十万人被制裁之下
[824.88s -> 826.36s] 四十五万的移民工
[826.36s -> 831.38s] 南洋台湾姐妹会历时一年
[831.38s -> 833.82s] 完成了全台第一份
[833.82s -> 837.80s] 针对移民与移工诈骗风险的调查
[837.80s -> 843.66s] 检视他们最常遇到的是网购诈骗
[843.66s -> 848.92s] 但是被骗之后报警的比例偏低
[848.92s -> 852.58s] 原因不是移民工缺乏警觉
[852.58s -> 854.80s] 而是制度上的不容忍
[854.80s -> 861.40s] 台湾诈骗猖獗警政署打炸
[861.40s -> 862.74s] 仪表版最新统计
[862.74s -> 866.42s] 假投资网购和假交友是最常见的诈骗类型
[866.42s -> 868.24s] 南洋台湾姐妹会指出
[868.24s -> 871.72s] 官方统计没有以移民工身份作为分析维度
[871.72s -> 874.92s] 未能揭示婚姻移民与移工的受害样貌
[874.92s -> 879.44s] 让反诈策略难以针对高风险族群制定有效对策
[879.44s -> 882.32s] 我们虽然大家看起来是不同的身份
[882.32s -> 884.28s] 但是其实因为
[884.28s -> 884.78s] 我们的身份是不同的身份
[884.78s -> 886.88s] 政策制度的关系
[886.88s -> 891.66s] 让大家其实是陷入共同
[891.66s -> 893.48s] 就是掉入共同的陷阱
[893.48s -> 896.54s] 南洋台湾姐妹会以一年时间调查研究
[896.54s -> 899.34s] 移民工如何面对不实资讯与诈骗
[899.34s -> 901.74s] 约三成受访者曾遇诈骗
[901.74s -> 905.66s] 最常见的诈骗类型是网购占了33.7%
[905.66s -> 908.32s] 其次是亲友银行账号被盗用
[908.32s -> 911.48s] 要求借钱或汇款32.5%
[911.48s -> 913.94s] 而遇诈时只有13.7%
[913.94s -> 914.76s] 医会报警
[914.78s -> 919.62s] 不信任警方或者是不觉得报警是有用的
[919.62s -> 922.12s] 政大社工所教授夏小娟指出
[922.12s -> 925.16s] 移民工被诈骗不是因为不懂或没意识
[925.16s -> 927.70s] 他们是政府所制造的被害者
[927.70s -> 930.24s] 尤其移工制度形同奴工制度
[930.24s -> 931.90s] 创造黑市和诈市
[931.90s -> 935.38s] 为此不是一直提醒移民工要学聪明就够了
[935.38s -> 936.82s] 我知道你需要工作
[936.82s -> 938.66s] 然后我告诉你说你跟我走
[938.66s -> 939.72s] 我有一个工作
[939.72s -> 942.38s] 然后你给我多少钱介绍费
[942.38s -> 944.76s] 我拿到钱之后我人就不见了
[944.78s -> 946.16s] 我就人间蒸发
[946.16s -> 948.16s] 我知道可能被骗了
[948.16s -> 950.28s] 但是我只能冒险
[950.28s -> 953.00s] 强化多语言资讯的传递与管道
[953.00s -> 956.16s] 报告也建议加强与移民工团体合作
[956.16s -> 959.32s] 建立友善移民工的检举与通报机制
[959.32s -> 963.62s] 最重要的是改善移工制度与不友善的移民政策
[963.62s -> 967.16s] 公社新闻联小会沈志明台北报导
[967.16s -> 971.02s] 美国总统川普五号签署了一项行政命令
[971.02s -> 974.50s] 宣布成立二零二八年洛杉矶奥运
[974.50s -> 974.62s] 认为美国总统川普五号签署了一项行政命令
[974.62s -> 975.38s] 任务小组
[975.38s -> 978.24s] 由他亲自来担任主席
[978.24s -> 981.88s] 他同时在把矛头指向了跨性别选手
[981.88s -> 985.72s] 强调到时候将会进行严格的性别检测
[985.72s -> 989.00s] 只有检测合格的女性运动员
[989.00s -> 992.62s] 才能够参加女子组的比赛
[992.62s -> 996.10s] 美国总统川普五号签署行政命令
[996.10s -> 999.26s] 宣布成立二零二八年洛杉矶奥运任务小组
[999.26s -> 1000.58s] 由他担任主席
[1000.58s -> 1002.86s] 负责调度国务院司法部
[1002.86s -> 1004.60s] 国土安全部以及情报等部门
[1004.62s -> 1007.32s] 确保奥运赛事能够顺利进行
[1007.32s -> 1010.56s] 同时将对参赛者进行严格的性别检测
[1010.56s -> 1012.74s] 选手检测结果一旦不合格
[1012.74s -> 1014.16s] 就不能参加奥运
[1014.16s -> 1025.34s] 川普稍早在二号签署的行政命令
[1025.34s -> 1029.22s] 便禁止跨性别学生运动员参加女子运动赛事
[1029.22s -> 1031.30s] 美国奥委会也修改规则
[1031.30s -> 1033.72s] 禁止跨性别女性参加奥运
[1033.72s -> 1034.60s] 美国国际竞选人
[1034.62s -> 1036.62s] 美国国际移民局也接着在4号宣布
[1036.62s -> 1041.34s] 将针对想参加运动赛事的跨性别女运动员限制签证资格
[1041.34s -> 1042.68s] 一连串的举措
[1042.68s -> 1046.54s] 显示川普政府阻止跨性别运动员参赛的企图
[1046.54s -> 1047.88s] 川普这个任期
[1047.88s -> 1049.96s] 侍奉两场大型的运动赛事
[1049.96s -> 1051.40s] 除了洛杉矶奥运
[1051.40s -> 1053.90s] 还有2025年世界杯足球赛
[1053.90s -> 1056.70s] 同时又侍奉建国250周年庆
[1056.70s -> 1059.22s] 川普表示将借此向世界宣告
[1059.22s -> 1060.80s] 美国是冠军的国度
[1060.80s -> 1062.20s] 而川普也宣布
[1062.20s -> 1064.44s] 棒球将重返洛杉矶奥运
[1064.62s -> 1079.16s] 2028年美国除了主办奥运
[1079.16s -> 1080.82s] 还有举行总统大选
[1080.82s -> 1083.72s] 川普5号接受CNBC节目访问时
[1083.72s -> 1086.70s] 提到他可能不会寻求竞选第三任期
[1086.70s -> 1087.96s] 针对媒体报道
[1087.96s -> 1089.70s] 范思维可能的接班人
[1089.70s -> 1091.12s] 川普不置可否
[1091.12s -> 1094.44s] 却让2028大选的参选人选浮出台面
[1094.62s -> 1117.22s] 公视新闻 张淑芬编译
[1119.22s -> 1121.06s] 高温热浪袭击南欧
[1121.06s -> 1123.78s] 西班牙一处海滨度假村
[1123.78s -> 1124.62s] 爆发了一事件
[1124.62s -> 1126.34s] 火灾与火灾与火灾
[1126.34s -> 1131.50s] 居民跟游客被迫紧急撤离
[1131.50s -> 1134.12s] 而法国南部也面临到
[1134.12s -> 1138.28s] 今年最大规模的野火
[1138.28s -> 1141.84s] 当局估计火势蔓延的面积
[1141.84s -> 1151.38s] 超过了首都巴黎
[1151.38s -> 1153.34s] 树林里还能看到烈焰冲天
[1153.34s -> 1154.60s] 法国南部临近西班牙
[1154.60s -> 1156.14s] 边境的地中海地区
[1156.14s -> 1159.10s] 5号开始爆发大规模森林野火
[1159.10s -> 1162.08s] 当局出动2500名消防员投入灭火
[1162.08s -> 1163.64s] 不过已经造成一人死亡
[1163.64s -> 1164.92s] 还有13人受伤
[1164.92s -> 1166.90s] 包括11名消防员
[1166.90s -> 1169.44s] 但是确实是从库斯图治的角度来看
[1169.44s -> 1170.94s] 直接被火灾与火灾与火灾
[1170.94s -> 1174.18s] 我们看到在前面有煙霧
[1174.18s -> 1174.88s] 然后突然之后
[1174.88s -> 1176.36s] 在整个山坡之后
[1176.36s -> 1178.32s] 就发生了火灾
[1178.32s -> 1179.20s] 我们有很多机会
[1179.20s -> 1180.44s] 得到这些火灾救援
[1180.44s -> 1181.44s] 因为他们来自整个法国
[1181.44s -> 1182.32s] 为了帮助我们
[1182.32s -> 1184.44s] 法国总理贝胡6号下午前来勘灾
[1184.44s -> 1185.20s] 时表示
[1185.20s -> 1187.44s] 这是一场规模空前的灾难
[1187.44s -> 1188.36s] 当局估计
[1188.36s -> 1191.06s] 火势蔓延面积超过13000公顷
[1191.06s -> 1192.94s] 比首都巴黎还要大
[1214.44s -> 1217.20s] 今年夏天南欧地区发生多起大火
[1217.20s -> 1220.10s] 西班牙南部滨海城市也传出野火
[1220.10s -> 1222.56s] 一处海滨露营区紧急撤离
[1222.56s -> 1224.46s] 我所有的居民
[1224.46s -> 1225.90s] 都被火灭了
[1225.90s -> 1228.26s] 我只剩下这几个位置
[1228.26s -> 1230.48s] 我现在没有什么地方可以继续前进
[1230.48s -> 1233.06s] 今夏第二波热浪再度笼罩西班牙
[1233.06s -> 1235.02s] 高温逼近摄氏42度
[1235.02s -> 1236.10s] 气象单位警告
[1236.10s -> 1238.82s] 这波热浪特色是空气几乎不流动
[1238.82s -> 1240.48s] 虽然温度没有前一波吓人
[1240.48s -> 1243.00s] 但持续更久长达一个星期
[1243.00s -> 1244.40s] 美国西岸的加州同样
[1244.40s -> 1246.04s] 因为极端高温爆发野火
[1246.04s -> 1248.58s] 缩时影片记录好几个白色烟柱
[1248.58s -> 1249.46s] 快速蔓延
[1249.46s -> 1251.56s] 加州中部的吉福德火场
[1251.56s -> 1254.90s] 已经成为当地2025年最大规模野火
[1254.90s -> 1256.34s] 大火4天内延烧
[1256.34s -> 1257.48s] 83000英亩
[1257.48s -> 1259.82s] 不过南加州即将迎来极端高温
[1259.82s -> 1262.18s] 情况恐怕还会再恶化
[1262.18s -> 1264.18s] 公视新闻这位人中间刚编译
[1274.40s -> 1276.40s] 中文字幕志愿者 李宗盛
[1304.40s -> 1307.34s] 感谢您收看这一节的公视手语新闻
[1307.34s -> 1308.36s] 我是牛轩文
[1308.36s -> 1310.36s] 明天同一时间再会
