=== Time stamp ===
[996.02s -> 998.28s] 配合交通部公告统一的图示
[998.28s -> 1000.60s] 也将尽速更换为新图示
[1000.60s -> 1002.56s] 公视新闻 轩林间谈报导
[1002.56s -> 1007.92s] 今年秋冬公费流感疫苗
[1007.92s -> 1010.54s] 将从10月1号起开打
[1010.54s -> 1013.30s] 疾管署将依照
[1013.30s -> 1015.24s] 世界卫生组织的建议
[1015.24s -> 1018.02s] 全面改用三架疫苗
[1018.02s -> 1022.66s] 而另外国内百育科
[1022.66s -> 1025.20s] 上周是新增了三例
[1025.20s -> 1028.48s] 是北部一起家庭群聚
[1028.48s -> 1032.06s] 还要提醒您
[1032.06s -> 1035.20s] 南韩政府日前宣布
[1035.20s -> 1037.70s] 将利百病毒
[1037.70s -> 1040.16s] 列为第一级的传染病
[1040.16s -> 1044.42s] 这是一种人畜共通的传染病
[1044.42s -> 1048.84s] 目前还没有疫苗跟特效药
[1048.84s -> 1053.88s] 致死率最高达到75%
[1055.20s -> 1059.16s] 目前国内风险相对较低
[1059.16s -> 1063.48s] 疾管署将会持续观察
[1063.48s -> 1064.96s] 南韩政府日前宣布
[1064.96s -> 1066.36s] 将利百病毒感染症
[1066.36s -> 1067.92s] 列为第一级传染病
[1067.92s -> 1070.08s] 所有从印度和孟加拉入境者
[1070.08s -> 1072.00s] 都必须完成健康申报
[1072.00s -> 1073.80s] 引发外界高度关注
[1073.80s -> 1075.66s] 对此我国疾管署表示
[1075.66s -> 1078.36s] 利百病毒是一种人畜共通传染病
[1078.36s -> 1080.92s] 可能透过蝙蝠等动物传播给人类
[1080.92s -> 1082.40s] 也可能人传人
[1082.40s -> 1083.00s] 感染初期会出现发烧头痛等症状
[1083.00s -> 1083.20s] 感染初期会出现发烧头痛等症状
[1083.20s -> 1083.78s] 感染初期会出现发烧头痛等症状
[1083.78s -> 1085.62s] 感染初期会出现发烧头痛等症状
[1085.62s -> 1088.42s] 严重时可能会导致脑炎与癫痫
[1088.42s -> 1090.94s] 甚至可能在两天内陷入昏迷
[1090.94s -> 1093.22s] 目前尚无疫苗与特效药
[1093.22s -> 1095.32s] 致死率最高可达75%
[1095.32s -> 1097.02s] 台湾已经从2018年起
[1097.02s -> 1099.98s] 将利百病毒列为重点监测项目
[1099.98s -> 1101.34s] 未来如果疫情升温
[1101.34s -> 1103.58s] 不排除提升为法定传染病
[1103.58s -> 1104.82s] 而在国内疫情方面
[1104.82s -> 1107.98s] 疾管署公布新增三例百日科确定病例
[1107.98s -> 1110.48s] 指标个案是北部一个月大男婴
[1110.48s -> 1112.12s] 八月中旬出现咳嗽呼吸急促等症状
[1112.12s -> 1113.84s] 呼吸急促等症状
[1113.84s -> 1115.30s] 就医收治加护病房
[1115.30s -> 1117.70s] 经采检后确诊感染百日科
[1117.70s -> 1119.84s] 后续男婴的妈妈和姐姐
[1119.84s -> 1121.54s] 采检后也阳性确诊
[1121.54s -> 1123.48s] 是一起家庭群聚事件
[1123.48s -> 1127.48s] 匡列接触者14人将监测到9月21号为止
[1127.48s -> 1129.56s] 目前他这个住院的期间
[1129.56s -> 1130.70s] 大概是三个星期
[1130.70s -> 1132.50s] 不过还是有一些这个呼吸
[1132.50s -> 1134.84s] 比较偏快跟这个喘的状况
[1134.84s -> 1137.04s] 所以现在还是在继续在这个住院
[1137.04s -> 1138.34s] 在这个治疗当中
[1138.34s -> 1140.00s] 另外今年公费流感疫苗
[1140.00s -> 1141.62s] 即将于10月1号开打
[1141.62s -> 1144.04s] 疾管署将依照世卫组织建议
[1144.04s -> 1145.84s] 全面改用三架疫苗
[1145.84s -> 1149.60s] 今年总共采购686万4000多剂流感疫苗
[1149.60s -> 1151.02s] 国小到高中职
[1151.02s -> 1153.16s] 以及五专一到三年级学生
[1153.16s -> 1155.40s] 将统一于校园集中接种
[1155.40s -> 1158.72s] 不仅节省家长带孩子外出打疫苗时间
[1158.72s -> 1161.88s] 也可以提升整体疫苗接种率与便利性
[1161.88s -> 1163.24s] 公视新闻赖淑敏讲了
[1163.24s -> 1163.82s] 我们下期再会
[1171.62s -> 1201.60s] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[1201.62s -> 1231.60s] 欢迎订阅 转发 打赏支持明镜与点点栏目
[1231.62s -> 1233.12s] 医生表示
[1233.12s -> 1234.82s] 如果孩子吞入异物
[1234.82s -> 1236.34s] 没有任何剧痛症状
[1236.34s -> 1237.26s] 可以先观察
[1237.26s -> 1239.70s] 如果有剧痛 藏阻塞的状况
[1239.70s -> 1240.92s] 就要马上就医
[1240.92s -> 1242.86s] 此案孩子没有其他异状
[1242.86s -> 1245.74s] 经评估吊椎大小可以随分便排出
[1245.74s -> 1247.12s] 所以决定先观察
[1247.12s -> 1248.22s] 医师呼吁
[1248.22s -> 1250.64s] 如果孩子是吞入长度超过5公分
[1250.64s -> 1252.14s] 宽度超过2公分
[1252.14s -> 1253.86s] 或者物品表面尖锐
[1253.86s -> 1255.50s] 或者有磁力的物品
[1255.50s -> 1256.76s] 就需马上就医
[1256.76s -> 1257.70s] 开刀取出
[1257.70s -> 1259.92s] 公视新闻林靖伦 宜兰报导
[1261.62s -> 1263.46s] 国际消息来看
[1263.46s -> 1265.80s] 德国的威马艺术节
[1265.80s -> 1268.56s] 推出台湾焦点系列活动
[1268.56s -> 1271.86s] 从8月底到9月初
[1271.86s -> 1274.96s] 共有5个团队轮番登台
[1274.96s -> 1280.30s] 充分展现台湾当代艺术的活力和多元
[1280.30s -> 1284.62s] 威马是德国的艺文重镇
[1284.62s -> 1286.90s] 每年夏天都会举办艺术节
[1286.90s -> 1288.98s] 让这个小镇热闹非凡
[1288.98s -> 1291.16s] 今年艺术节的重头戏是
[1291.16s -> 1291.60s] 来自德国的艺文重镇
[1291.62s -> 1294.62s] 来自台湾的马戏团FOKASA
[1294.62s -> 1296.50s] 夏天的威马有人如知
[1296.50s -> 1298.66s] 到处可以看到艺术节的广告
[1298.66s -> 1301.86s] 德国作家戈德和席勒曾在这里生活
[1301.86s -> 1302.96s] 国家剧院的门口
[1302.96s -> 1305.60s] 就是这两位文豪著名的雕像
[1305.60s -> 1308.44s] 剧院内FOKASA马戏团正加紧排练
[1308.44s -> 1311.94s] 帮艺术节台湾焦点系列活动揭开序幕
[1311.94s -> 1314.14s] 我们团现在至今第15年了
[1314.14s -> 1317.24s] 那在5年前10年前其实
[1317.24s -> 1320.08s] 还是很多人对于马戏有很多的
[1320.08s -> 1321.16s] 马戏团这三个字
[1321.16s -> 1323.22s] 有很多过去的刻板印象
[1323.22s -> 1324.96s] 可能以为里面有动物啊
[1324.96s -> 1328.30s] 然后有一些单纯只有娱乐的表演
[1328.30s -> 1330.50s] 其实现在已经真的很不一样了
[1330.50s -> 1332.48s] FOKASA是台湾第一个专业的
[1332.48s -> 1333.80s] 当代马戏团
[1333.80s -> 1336.40s] 以特技结合剧场与舞蹈元素
[1336.40s -> 1337.92s] 这次演出是以台北
[1337.92s -> 1339.58s] 社子岛独耕为背景
[1339.58s -> 1341.08s] 讲的是一群年轻人
[1341.08s -> 1342.82s] 成长和离散的故事
[1342.82s -> 1345.32s] 获得观众热烈的回响
[1345.32s -> 1349.02s] 我能够看到台湾的表演
[1349.02s -> 1351.16s] 是多么优秀的
[1351.16s -> 1365.18s]  donated at the teilweise
[1365.18s -> 1367.14s] 非马艺术节台湾系列行动
[1367.14s -> 1368.32s] 原版落布
[1368.32s -> 1370.42s] 供容5个团队轮番登台
[1370.42s -> 1372.94s] 成功地展现台湾表演艺术的
[1372.94s -> 1374.58s] 多元与深度
[1374.58s -> 1376.02s] 公市国际记者林玉丽
[1376.02s -> 1377.22s] 德国威马报导
[1379.08s -> 1380.92s] 全球各地这个夏天
[1381.16s -> 1381.88s] 超级热
[1381.88s -> 1384.22s] 越热越想喝饮料
[1384.22s -> 1387.74s] 同时也摄取了过多的糖分
[1387.74s -> 1390.48s] 一项最新研究发现
[1390.48s -> 1393.92s] 当气温从12度升到30度
[1393.92s -> 1397.10s] 美国人对糖分的额外摄取量
[1397.10s -> 1400.90s] 也从2公克飙升到15公克
[1400.90s -> 1403.90s] 而且低射精地位的族群
[1403.90s -> 1406.78s] 因为没有冷气和良好的水质
[1406.78s -> 1409.74s] 更容易喝高糖饮料来解渴
[1409.74s -> 1412.30s] 成为健康饮油
[1412.30s -> 1417.10s] 全球暖化下的夏天
[1417.10s -> 1418.74s] 海风也吹不散暑气
[1418.74s -> 1421.04s] 待在室外越来越难熬
[1421.04s -> 1423.76s] 8号刊登在《自然气候变化》
[1423.76s -> 1424.86s] 期刊的研究发现
[1424.86s -> 1426.78s] 在美国高温带来的危害
[1426.78s -> 1428.26s] 不止中暑风险
[1428.26s -> 1431.60s] 还会让人不知不觉摄取更多糖分
[1431.60s -> 1435.10s] 一年下来全美多吃进35.8万吨
[1439.74s -> 1448.40s] 学者比对天气数据和消费习惯
[1448.40s -> 1451.10s] 追踪2004年到2019年
[1451.10s -> 1453.68s] 美国4万到6万户家庭的记录
[1453.68s -> 1454.62s] 结果发现
[1454.62s -> 1457.74s] 当气温落在摄氏12到30度之间时
[1457.74s -> 1458.72s] 每升高一度
[1458.72s -> 1462.44s] 平均每人每天就会多摄取0.7公克的糖
[1462.44s -> 1464.68s] 0.7公克听起来微不足道
[1464.68s -> 1465.84s] 但积少成多
[1465.84s -> 1467.86s] 气温逼近30度时
[1467.86s -> 1469.72s] 额外摄取量从2公克
[1469.74s -> 1471.64s] 飙到15公克左右
[1471.64s -> 1474.82s] 而最主要的来源正是含糖饮料
[1474.82s -> 1489.42s] 比起高收入家庭
[1489.42s -> 1492.42s] 高温下低收入者会多吃下好几倍的糖
[1492.42s -> 1494.46s] 这背后是结构性的问题
